order_id,batch_id,trader_id,symbol,side,price,quantity,timestamp
order_00000048,batch_0001,trader_0017,ETH-USD,SELL,1949.37,666,2026-01-01T00:00:47Z
order_00000049,batch_0001,trader_0011,ETH-USD,BUY,1889.88,254,2026-01-01T00:00:48Z
order_00000050,batch_0001,trader_0008,ETH-USD,BUY,1892.05,568,2026-01-01T00:00:49Z
order_00000051,batch_0001,trader_0008,ETH-USD,BUY,2052.44,725,2026-01-01T00:00:50Z
order_00000052,batch_0001,trader_0003,ETH-USD,BUY,2143.85,33,2026-01-01T00:00:51Z
order_00000053,batch_0001,trader_0007,ETH-USD,SELL,2067.59,286,2026-01-01T00:00:52Z
order_00000054,batch_0001,trader_0019,ETH-USD,SELL,2174.21,741,2026-01-01T00:00:53Z
order_00000055,batch_0001,trader_0014,ETH-USD,SELL,2113.85,249,2026-01-01T00:00:54Z
order_00000056,batch_0001,trader_0012,ETH-USD,BUY,2063.59,100,2026-01-01T00:00:55Z
order_00000057,batch_0001,trader_0002,ETH-USD,BUY,2145.53,479,2026-01-01T00:00:56Z
order_00000058,batch_0001,trader_0013,ETH-USD,SELL,1839.37,662,2026-01-01T00:00:57Z
order_00000059,batch_0001,trader_0008,ETH-USD,SELL,2144.67,820,2026-01-01T00:00:58Z
order_00000060,batch_0001,trader_0014,ETH-USD,BUY,1979.45,550,2026-01-01T00:00:59Z
order_00000061,batch_0001,trader_0003,ETH-USD,BUY,1899.92,474,2026-01-01T00:01:00Z
order_00000062,batch_0001,trader_0004,ETH-USD,BUY,2142.39,883,2026-01-01T00:01:01Z
order_00000063,batch_0001,trader_0003,ETH-USD,BUY,2134.41,554,2026-01-01T00:01:02Z
order_00000064,batch_0001,trader_0014,ETH-USD,SELL,1894.55,870,2026-01-01T00:01:03Z
order_00000065,batch_0001,trader_0002,ETH-USD,BUY,2145.86,219,2026-01-01T00:01:04Z
order_00000066,batch_0001,trader_0009,ETH-USD,BUY,2194.12,3,2026-01-01T00:01:05Z
order_00000067,batch_0001,trader_0014,ETH-USD,SELL,1982.0,804,2026-01-01T00:01:06Z
order_00000068,batch_0001,trader_0018,ETH-USD,SELL,2198.17,749,2026-01-01T00:01:07Z
order_00000069,batch_0001,trader_0010,ETH-USD,SELL,1861.92,499,2026-01-01T00:01:08Z
order_00000070,batch_0001,trader_0018,ETH-USD,BUY,2031.67,60,2026-01-01T00:01:09Z
order_00000071,batch_0001,trader_0019,ETH-USD,BUY,1822.87,322,2026-01-01T00:01:10Z
order_00000072,batch_0001,trader_0006,ETH-USD,BUY,2141.09,942,2026-01-01T00:01:11Z
order_00000073,batch_0001,trader_0006,ETH-USD,BUY,1832.04,521,2026-01-01T00:01:12Z
order_00000074,batch_0001,trader_0008,ETH-USD,BUY,2070.09,70,2026-01-01T00:01:13Z
order_00000075,batch_0001,trader_0008,ETH-USD,BUY,2156.11,965,2026-01-01T00:01:14Z
order_00000076,batch_0001,trader_0014,ETH-USD,SELL,2047.75,41,2026-01-01T00:01:15Z
order_00000077,batch_0001,trader_0009,ETH-USD,SELL,2009.11,579,2026-01-01T00:01:16Z
order_00000078,batch_0001,trader_0009,ETH-USD,BUY,1925.67,734,2026-01-01T00:01:17Z
order_00000079,batch_0001,trader_0015,ETH-USD,BUY,2058.2,688,2026-01-01T00:01:18Z
order_00000080,batch_0001,trader_0001,ETH-USD,BUY,2174.29,770,2026-01-01T00:01:19Z
order_00000081,batch_0001,trader_0003,ETH-USD,BUY,2198.44,577,2026-01-01T00:01:20Z
order_00000082,batch_0001,trader_0012,ETH-USD,SELL,1906.08,519,2026-01-01T00:01:21Z
order_00000083,batch_0001,trader_0010,ETH-USD,SELL,1897.71,901,2026-01-01T00:01:22Z
order_00000084,batch_0001,trader_0010,ETH-USD,BUY,2017.29,854,2026-01-01T00:01:23Z
order_00000085,batch_0001,trader_0001,ETH-USD,SELL,2061.59,827,2026-01-01T00:01:24Z
order_00000086,batch_0001,trader_0022,ETH-USD,SELL,1919.75,568,2026-01-01T00:01:25Z
order_00000087,batch_0001,trader_0004,ETH-USD,BUY,1853.72,900,2026-01-01T00:01:26Z
order_00000088,batch_0001,trader_0009,ETH-USD,SELL,2021.29,761,2026-01-01T00:01:27Z
order_00000089,batch_0001,trader_0007,ETH-USD,BUY,2087.04,216,2026-01-01T00:01:28Z
order_00000090,batch_0001,trader_0016,ETH-USD,SELL,1905.59,874,2026-01-01T00:01:29Z
order_00000091,batch_0001,trader_0003,ETH-USD,BUY,2138.44,930,2026-01-01T00:01:30Z
order_00000092,batch_0001,trader_0001,ETH-USD,SELL,1910.67,850,2026-01-01T00:01:31Z
order_00000093,batch_0001,trader_0009,ETH-USD,BUY,2054.85,134,2026-01-01T00:01:32Z
order_00000094,batch_0001,trader_0014,ETH-USD,BUY,2020.67,453,2026-01-01T00:01:33Z
order_00000095,batch_0001,trader_0023,ETH-USD,SELL,1830.1,115,2026-01-01T00:01:34Z
order_00000096,batch_0001,trader_0012,ETH-USD,SELL,1814.41,559,2026-01-01T00:01:35Z
order_00000097,batch_0001,trader_0002,ETH-USD,SELL,1971.91,152,2026-01-01T00:01:36Z
order_00000098,batch_0001,trader_0002,ETH-USD,BUY,2173.24,921,2026-01-01T00:01:37Z
order_00000099,batch_0001,trader_0022,ETH-USD,SELL,2072.83,216,2026-01-01T00:01:38Z
order_00000100,batch_0001,trader_0014,ETH-USD,BUY,2023.95,799,2026-01-01T00:01:39Z
