batch_id,buy_order_id,sell_order_id,symbol,execution_price,executed_quantity,execution_timestamp
batch_0005,order_00010410,order_00007152,ETH-USD,1801.63,314,2026-01-01T02:53:29Z
batch_0005,order_00010410,order_00010780,ETH-USD,1801.68,297,2026-01-01T02:59:39Z
batch_0005,order_00007015,order_00010780,ETH-USD,1801.68,168,2026-01-01T02:59:39Z
batch_0005,order_00016568,order_00010780,ETH-USD,1801.68,104,2026-01-01T04:36:07Z
batch_0005,order_00016568,order_00015217,ETH-USD,1801.7,220,2026-01-01T04:36:07Z
batch_0005,order_00016568,order_00011140,ETH-USD,1801.77,378,2026-01-01T04:36:07Z
batch_0005,order_00011762,order_00011140,ETH-USD,1801.77,381,2026-01-01T03:16:01Z
batch_0005,order_00012481,order_00011140,ETH-USD,1801.77,140,2026-01-01T03:28:00Z
batch_0005,order_00012481,order_00009686,ETH-USD,1801.84,424,2026-01-01T03:28:00Z
batch_0005,order_00012481,order_00007622,ETH-USD,1801.91,431,2026-01-01T03:28:00Z
batch_0005,order_00010233,order_00007622,ETH-USD,1801.91,272,2026-01-01T02:50:32Z
batch_0005,order_00010233,order_00011358,ETH-USD,1801.91,3,2026-01-01T03:09:17Z
batch_0005,order_00010233,order_00010661,ETH-USD,1801.95,607,2026-01-01T02:57:40Z
batch_0005,order_00016369,order_00010661,ETH-USD,1801.95,233,2026-01-01T04:32:48Z
batch_0005,order_00016369,order_00012316,ETH-USD,1802.28,766,2026-01-01T04:32:48Z
batch_0005,order_00014805,order_00012316,ETH-USD,1802.28,130,2026-01-01T04:06:44Z
batch_0005,order_00014805,order_00007694,ETH-USD,1802.35,182,2026-01-01T04:06:44Z
batch_0005,order_00014805,order_00009075,ETH-USD,1802.52,53,2026-01-01T04:06:44Z
batch_0005,order_00016166,order_00009075,ETH-USD,1802.52,101,2026-01-01T04:29:25Z
batch_0005,order_00016166,order_00009621,ETH-USD,1802.55,262,2026-01-01T04:29:25Z
batch_0005,order_00016166,order_00012312,ETH-USD,1802.72,108,2026-01-01T04:29:25Z
batch_0005,order_00016121,order_00012312,ETH-USD,1802.72,131,2026-01-01T04:28:40Z
batch_0005,order_00016121,order_00009359,ETH-USD,1802.76,55,2026-01-01T04:28:40Z
batch_0005,order_00016121,order_00013479,ETH-USD,1802.77,14,2026-01-01T04:28:40Z
batch_0005,order_00016121,order_00008801,ETH-USD,1802.8,520,2026-01-01T04:28:40Z
batch_0005,order_00016121,order_00006972,ETH-USD,1802.82,56,2026-01-01T04:28:40Z
batch_0005,order_00012736,order_00006972,ETH-USD,1802.82,445,2026-01-01T03:32:15Z
batch_0005,order_00012736,order_00009583,ETH-USD,1802.85,163,2026-01-01T03:32:15Z
batch_0005,order_00012736,order_00009952,ETH-USD,1803.09,116,2026-01-01T03:32:15Z
batch_0005,order_00012736,order_00008819,ETH-USD,1803.1,63,2026-01-01T03:32:15Z
batch_0005,order_00012736,order_00014194,ETH-USD,1803.29,45,2026-01-01T03:56:33Z
batch_0005,order_00012247,order_00014194,ETH-USD,1803.29,431,2026-01-01T03:56:33Z
batch_0005,order_00008278,order_00014194,ETH-USD,1803.29,521,2026-01-01T03:56:33Z
batch_0005,order_00008278,order_00007869,ETH-USD,1803.3,271,2026-01-01T02:17:57Z
batch_0005,order_00011485,order_00007869,ETH-USD,1803.3,152,2026-01-01T03:11:24Z
batch_0005,order_00012519,order_00007869,ETH-USD,1803.3,295,2026-01-01T03:28:38Z
batch_0005,order_00016244,order_00007869,ETH-USD,1803.3,169,2026-01-01T04:30:43Z
batch_0005,order_00016244,order_00011452,ETH-USD,1803.31,256,2026-01-01T04:30:43Z
batch_0005,order_00016244,order_00009006,ETH-USD,1803.33,521,2026-01-01T04:30:43Z
batch_0005,order_00014631,order_00009006,ETH-USD,1803.33,24,2026-01-01T04:03:50Z
batch_0005,order_00014631,order_00010510,ETH-USD,1803.37,129,2026-01-01T04:03:50Z
batch_0005,order_00014631,order_00013833,ETH-USD,1803.43,190,2026-01-01T04:03:50Z
batch_0005,order_00009244,order_00013833,ETH-USD,1803.43,237,2026-01-01T03:50:32Z
batch_0005,order_00007576,order_00013833,ETH-USD,1803.43,12,2026-01-01T03:50:32Z
batch_0005,order_00007576,order_00009009,ETH-USD,1803.46,138,2026-01-01T02:30:08Z
batch_0005,order_00007576,order_00012694,ETH-USD,1803.82,325,2026-01-01T03:31:33Z
batch_0005,order_00016323,order_00012694,ETH-USD,1803.82,383,2026-01-01T04:32:02Z
batch_0005,order_00009576,order_00012694,ETH-USD,1803.82,108,2026-01-01T03:31:33Z
batch_0005,order_00009576,order_00012147,ETH-USD,1803.85,288,2026-01-01T03:22:26Z
batch_0005,order_00009576,order_00013870,ETH-USD,1803.85,380,2026-01-01T03:51:09Z
batch_0005,order_00013490,order_00013870,ETH-USD,1803.85,35,2026-01-01T03:51:09Z
batch_0005,order_00013490,order_00008598,ETH-USD,1803.88,320,2026-01-01T03:44:49Z
batch_0005,order_00013490,order_00009763,ETH-USD,1803.96,238,2026-01-01T03:44:49Z
batch_0005,order_00011362,order_00009763,ETH-USD,1803.96,392,2026-01-01T03:09:21Z
batch_0005,order_00011362,order_00013647,ETH-USD,1804.02,296,2026-01-01T03:47:26Z
batch_0005,order_00011362,order_00015339,ETH-USD,1804.21,100,2026-01-01T04:15:38Z
batch_0005,order_00013628,order_00015339,ETH-USD,1804.21,270,2026-01-01T04:15:38Z
batch_0005,order_00013628,order_00013130,ETH-USD,1804.3,470,2026-01-01T03:47:07Z
batch_0005,order_00006816,order_00013130,ETH-USD,1804.3,526,2026-01-01T03:38:49Z
batch_0005,order_00006816,order_00014907,ETH-USD,1804.35,180,2026-01-01T04:08:26Z
batch_0005,order_00014613,order_00014907,ETH-USD,1804.35,133,2026-01-01T04:08:26Z
batch_0005,order_00011591,order_00014907,ETH-USD,1804.35,255,2026-01-01T04:08:26Z
batch_0005,order_00011591,order_00006755,ETH-USD,1804.38,124,2026-01-01T03:13:10Z
batch_0005,order_00011591,order_00011725,ETH-USD,1804.45,298,2026-01-01T03:15:24Z
batch_0005,order_00007102,order_00011725,ETH-USD,1804.45,33,2026-01-01T03:15:24Z
batch_0005,order_00009031,order_00011725,ETH-USD,1804.45,669,2026-01-01T03:15:24Z
batch_0005,order_00009031,order_00013975,ETH-USD,1804.47,11,2026-01-01T03:52:54Z
batch_0005,order_00006682,order_00013975,ETH-USD,1804.47,509,2026-01-01T03:52:54Z
batch_0005,order_00015202,order_00013975,ETH-USD,1804.47,470,2026-01-01T04:13:21Z
batch_0005,order_00015202,order_00007554,ETH-USD,1804.48,48,2026-01-01T04:13:21Z
batch_0005,order_00007747,order_00007554,ETH-USD,1804.48,407,2026-01-01T02:09:06Z
batch_0005,order_00014078,order_00007554,ETH-USD,1804.48,73,2026-01-01T03:54:37Z
batch_0005,order_00014078,order_00012982,ETH-USD,1804.48,145,2026-01-01T03:54:37Z
batch_0005,order_00014078,order_00016303,ETH-USD,1804.49,366,2026-01-01T04:31:42Z
batch_0005,order_00015744,order_00016303,ETH-USD,1804.49,2,2026-01-01T04:31:42Z
batch_0005,order_00013030,order_00016303,ETH-USD,1804.49,227,2026-01-01T04:31:42Z
batch_0005,order_00013030,order_00008737,ETH-USD,1804.74,467,2026-01-01T03:37:09Z
batch_0005,order_00013030,order_00014663,ETH-USD,1804.98,266,2026-01-01T04:04:22Z
batch_0005,order_00013259,order_00014663,ETH-USD,1804.98,187,2026-01-01T04:04:22Z
batch_0005,order_00013259,order_00015537,ETH-USD,1804.98,383,2026-01-01T04:18:56Z
batch_0005,order_00013259,order_00006707,ETH-USD,1805.04,141,2026-01-01T03:40:58Z
batch_0005,order_00007004,order_00006707,ETH-USD,1805.04,680,2026-01-01T01:56:43Z
batch_0005,order_00007004,order_00007716,ETH-USD,1805.05,100,2026-01-01T02:08:35Z
batch_0005,order_00008810,order_00007716,ETH-USD,1805.05,460,2026-01-01T02:26:49Z
batch_0005,order_00012117,order_00007716,ETH-USD,1805.05,55,2026-01-01T03:21:56Z
batch_0005,order_00012117,order_00011029,ETH-USD,1805.15,52,2026-01-01T03:21:56Z
batch_0005,order_00009921,order_00011029,ETH-USD,1805.15,103,2026-01-01T03:03:48Z
batch_0005,order_00009921,order_00015364,ETH-USD,1805.23,167,2026-01-01T04:16:03Z
batch_0005,order_00009240,order_00015364,ETH-USD,1805.23,92,2026-01-01T04:16:03Z
batch_0005,order_00012301,order_00015364,ETH-USD,1805.23,58,2026-01-01T04:16:03Z
batch_0005,order_00013009,order_00015364,ETH-USD,1805.23,498,2026-01-01T04:16:03Z
batch_0005,order_00013009,order_00007244,ETH-USD,1805.27,185,2026-01-01T03:36:48Z
batch_0005,order_00014060,order_00007244,ETH-USD,1805.27,106,2026-01-01T03:54:19Z
batch_0005,order_00014060,order_00009510,ETH-USD,1805.33,467,2026-01-01T03:54:19Z
batch_0005,order_00012821,order_00009510,ETH-USD,1805.33,321,2026-01-01T03:33:40Z
batch_0005,order_00012821,order_00008862,ETH-USD,1805.46,130,2026-01-01T03:33:40Z
batch_0005,order_00014917,order_00008862,ETH-USD,1805.46,160,2026-01-01T04:08:36Z
batch_0005,order_00014917,order_00008931,ETH-USD,1805.64,104,2026-01-01T04:08:36Z
batch_0005,order_00007446,order_00008931,ETH-USD,1805.64,164,2026-01-01T02:28:50Z
batch_0005,order_00007446,order_00016420,ETH-USD,1805.64,82,2026-01-01T04:33:39Z
batch_0005,order_00011676,order_00016420,ETH-USD,1805.64,105,2026-01-01T04:33:39Z
batch_0005,order_00011676,order_00013474,ETH-USD,1805.7,191,2026-01-01T03:44:33Z
batch_0005,order_00011089,order_00013474,ETH-USD,1805.7,230,2026-01-01T03:44:33Z
batch_0005,order_00012400,order_00013474,ETH-USD,1805.7,117,2026-01-01T03:44:33Z
batch_0005,order_00012400,order_00013848,ETH-USD,1805.74,625,2026-01-01T03:50:47Z
batch_0005,order_00012400,order_00016586,ETH-USD,1805.82,135,2026-01-01T04:36:25Z
batch_0005,order_00011069,order_00016586,ETH-USD,1805.82,407,2026-01-01T04:36:25Z
batch_0005,order_00011069,order_00009808,ETH-USD,1805.96,347,2026-01-01T03:04:28Z
batch_0005,order_00011069,order_00009595,ETH-USD,1806.09,75,2026-01-01T03:04:28Z
batch_0005,order_00009097,order_00009595,ETH-USD,1806.09,50,2026-01-01T02:39:54Z
batch_0005,order_00009097,order_00012101,ETH-USD,1806.21,16,2026-01-01T03:21:40Z
batch_0005,order_00009097,order_00008669,ETH-USD,1806.23,459,2026-01-01T02:31:36Z
batch_0005,order_00009097,order_00010790,ETH-USD,1806.36,281,2026-01-01T02:59:49Z
batch_0005,order_00016205,order_00010790,ETH-USD,1806.36,362,2026-01-01T04:30:04Z
batch_0005,order_00016205,order_00015808,ETH-USD,1806.36,464,2026-01-01T04:30:04Z
batch_0005,order_00007876,order_00015808,ETH-USD,1806.36,282,2026-01-01T04:23:27Z
batch_0005,order_00008471,order_00015808,ETH-USD,1806.36,107,2026-01-01T04:23:27Z
batch_0005,order_00008471,order_00008048,ETH-USD,1806.37,79,2026-01-01T02:21:10Z
batch_0005,order_00012490,order_00008048,ETH-USD,1806.37,331,2026-01-01T03:28:09Z
batch_0005,order_00012490,order_00006780,ETH-USD,1806.41,416,2026-01-01T03:28:09Z
batch_0005,order_00012490,order_00009523,ETH-USD,1806.43,210,2026-01-01T03:28:09Z
batch_0005,order_00011032,order_00009523,ETH-USD,1806.43,464,2026-01-01T03:03:51Z
batch_0005,order_00011032,order_00011456,ETH-USD,1806.43,219,2026-01-01T03:10:55Z
batch_0005,order_00015952,order_00011456,ETH-USD,1806.43,56,2026-01-01T04:25:51Z
batch_0005,order_00015952,order_00012474,ETH-USD,1806.46,508,2026-01-01T04:25:51Z
batch_0005,order_00015952,order_00013764,ETH-USD,1806.51,174,2026-01-01T04:25:51Z
batch_0005,order_00014764,order_00013764,ETH-USD,1806.51,39,2026-01-01T04:06:03Z
batch_0005,order_00014764,order_00009371,ETH-USD,1806.63,554,2026-01-01T04:06:03Z
batch_0005,order_00014764,order_00009069,ETH-USD,1806.71,22,2026-01-01T04:06:03Z
batch_0005,order_00010175,order_00009069,ETH-USD,1806.71,481,2026-01-01T02:49:34Z
batch_0005,order_00012439,order_00009069,ETH-USD,1806.71,214,2026-01-01T03:27:18Z
batch_0005,order_00015257,order_00009069,ETH-USD,1806.71,70,2026-01-01T04:14:16Z
batch_0005,order_00008798,order_00009069,ETH-USD,1806.71,85,2026-01-01T02:31:08Z
batch_0005,order_00008896,order_00009069,ETH-USD,1806.71,68,2026-01-01T02:31:08Z
batch_0005,order_00008896,order_00006964,ETH-USD,1806.76,609,2026-01-01T02:28:15Z
batch_0005,order_00008100,order_00006964,ETH-USD,1806.76,374,2026-01-01T02:14:59Z
batch_0005,order_00008100,order_00013633,ETH-USD,1806.8,535,2026-01-01T03:47:12Z
batch_0005,order_00008060,order_00013633,ETH-USD,1806.8,93,2026-01-01T03:47:12Z
batch_0005,order_00008060,order_00014676,ETH-USD,1806.82,606,2026-01-01T04:04:35Z
batch_0005,order_00008060,order_00011929,ETH-USD,1806.83,15,2026-01-01T03:18:48Z
batch_0005,order_00006937,order_00011929,ETH-USD,1806.83,649,2026-01-01T03:18:48Z
batch_0005,order_00006937,order_00010879,ETH-USD,1806.84,221,2026-01-01T03:01:18Z
batch_0005,order_00014080,order_00010879,ETH-USD,1806.84,182,2026-01-01T03:54:39Z
batch_0005,order_00014080,order_00016222,ETH-USD,1806.92,585,2026-01-01T04:30:21Z
batch_0005,order_00014080,order_00016092,ETH-USD,1806.96,149,2026-01-01T04:28:11Z
batch_0005,order_00008004,order_00016092,ETH-USD,1806.96,575,2026-01-01T04:28:11Z
batch_0005,order_00008004,order_00011907,ETH-USD,1807.16,47,2026-01-01T03:18:26Z
batch_0005,order_00006940,order_00011907,ETH-USD,1807.16,95,2026-01-01T03:18:26Z
batch_0005,order_00016254,order_00011907,ETH-USD,1807.16,319,2026-01-01T04:30:53Z
batch_0005,order_00013998,order_00011907,ETH-USD,1807.16,132,2026-01-01T03:53:17Z
batch_0005,order_00013998,order_00016123,ETH-USD,1807.19,6,2026-01-01T04:28:42Z
batch_0005,order_00013998,order_00015558,ETH-USD,1807.28,81,2026-01-01T04:19:17Z
batch_0005,order_00013998,order_00012297,ETH-USD,1807.3,145,2026-01-01T03:53:17Z
batch_0005,order_00013998,order_00012219,ETH-USD,1807.31,292,2026-01-01T03:53:17Z
batch_0005,order_00013533,order_00012219,ETH-USD,1807.31,476,2026-01-01T03:45:32Z
batch_0005,order_00013533,order_00008758,ETH-USD,1807.33,20,2026-01-01T03:45:32Z
batch_0005,order_00013533,order_00008090,ETH-USD,1807.39,166,2026-01-01T03:45:32Z
batch_0005,order_00012150,order_00008090,ETH-USD,1807.39,349,2026-01-01T03:22:29Z
batch_0005,order_00012150,order_00008153,ETH-USD,1807.5,493,2026-01-01T03:22:29Z
batch_0005,order_00012150,order_00013225,ETH-USD,1807.51,105,2026-01-01T03:40:24Z
batch_0005,order_00008921,order_00013225,ETH-USD,1807.51,82,2026-01-01T03:40:24Z
batch_0005,order_00010800,order_00013225,ETH-USD,1807.51,656,2026-01-01T03:40:24Z
batch_0005,order_00010800,order_00006916,ETH-USD,1807.54,341,2026-01-01T02:59:59Z
batch_0005,order_00010659,order_00006916,ETH-USD,1807.54,353,2026-01-01T02:57:38Z
batch_0005,order_00010659,order_00007909,ETH-USD,1807.58,89,2026-01-01T02:57:38Z
batch_0005,order_00007237,order_00007909,ETH-USD,1807.58,138,2026-01-01T02:11:48Z
batch_0005,order_00007237,order_00009933,ETH-USD,1807.58,485,2026-01-01T02:45:32Z
batch_0005,order_00007237,order_00015589,ETH-USD,1807.66,31,2026-01-01T04:19:48Z
batch_0005,order_00015982,order_00015589,ETH-USD,1807.66,151,2026-01-01T04:26:21Z
batch_0005,order_00015982,order_00008926,ETH-USD,1807.78,825,2026-01-01T04:26:21Z
batch_0005,order_00014527,order_00008926,ETH-USD,1807.78,17,2026-01-01T04:02:06Z
batch_0005,order_00014527,order_00008952,ETH-USD,1807.89,570,2026-01-01T04:02:06Z
batch_0005,order_00014527,order_00011380,ETH-USD,1808.01,20,2026-01-01T04:02:06Z
batch_0005,order_00016470,order_00011380,ETH-USD,1808.01,353,2026-01-01T04:34:29Z
batch_0005,order_00011593,order_00011380,ETH-USD,1808.01,345,2026-01-01T03:13:12Z
batch_0005,order_00011593,order_00011331,ETH-USD,1808.07,380,2026-01-01T03:13:12Z
batch_0005,order_00007156,order_00011331,ETH-USD,1808.07,135,2026-01-01T03:08:50Z
batch_0005,order_00006652,order_00011331,ETH-USD,1808.07,249,2026-01-01T03:08:50Z
batch_0005,order_00006652,order_00013374,ETH-USD,1808.28,420,2026-01-01T03:42:53Z
batch_0005,order_00012721,order_00013374,ETH-USD,1808.28,95,2026-01-01T03:42:53Z
batch_0005,order_00012721,order_00015986,ETH-USD,1808.29,479,2026-01-01T04:26:25Z
batch_0005,order_00012721,order_00007511,ETH-USD,1808.32,16,2026-01-01T03:32:00Z
batch_0005,order_00016240,order_00007511,ETH-USD,1808.32,129,2026-01-01T04:30:39Z
batch_0005,order_00016240,order_00007864,ETH-USD,1808.33,172,2026-01-01T04:30:39Z
batch_0005,order_00011753,order_00007864,ETH-USD,1808.33,180,2026-01-01T03:15:52Z
batch_0005,order_00011753,order_00012703,ETH-USD,1808.4,116,2026-01-01T03:31:42Z
batch_0005,order_00015220,order_00012703,ETH-USD,1808.4,355,2026-01-01T04:13:39Z
batch_0005,order_00013736,order_00012703,ETH-USD,1808.4,159,2026-01-01T03:48:55Z
batch_0005,order_00013736,order_00006715,ETH-USD,1808.42,45,2026-01-01T03:48:55Z
batch_0005,order_00006674,order_00006715,ETH-USD,1808.42,342,2026-01-01T01:51:54Z
batch_0005,order_00010674,order_00006715,ETH-USD,1808.42,375,2026-01-01T02:57:53Z
batch_0005,order_00010674,order_00007488,ETH-USD,1808.5,470,2026-01-01T02:57:53Z
batch_0005,order_00010674,order_00011886,ETH-USD,1808.6,54,2026-01-01T03:18:05Z
batch_0005,order_00015404,order_00011886,ETH-USD,1808.6,33,2026-01-01T04:16:43Z
batch_0005,order_00015404,order_00007751,ETH-USD,1808.74,435,2026-01-01T04:16:43Z
batch_0005,order_00016332,order_00007751,ETH-USD,1808.74,320,2026-01-01T04:32:11Z
batch_0005,order_00009674,order_00007751,ETH-USD,1808.74,186,2026-01-01T02:41:13Z
batch_0005,order_00013825,order_00007751,ETH-USD,1808.74,9,2026-01-01T03:50:24Z
batch_0005,order_00013825,order_00009147,ETH-USD,1808.82,105,2026-01-01T03:50:24Z
batch_0005,order_00007093,order_00009147,ETH-USD,1808.82,344,2026-01-01T02:32:26Z
batch_0005,order_00011682,order_00009147,ETH-USD,1808.82,242,2026-01-01T03:14:41Z
batch_0005,order_00016417,order_00009147,ETH-USD,1808.82,114,2026-01-01T04:33:36Z
batch_0005,order_00016417,order_00016094,ETH-USD,1808.94,244,2026-01-01T04:33:36Z
batch_0005,order_00016417,order_00008752,ETH-USD,1809.0,239,2026-01-01T04:33:36Z
batch_0005,order_00012324,order_00008752,ETH-USD,1809.0,88,2026-01-01T03:25:23Z
batch_0005,order_00013563,order_00008752,ETH-USD,1809.0,539,2026-01-01T03:46:02Z
batch_0005,order_00013563,order_00014953,ETH-USD,1809.07,103,2026-01-01T04:09:12Z
batch_0005,order_00008209,order_00014953,ETH-USD,1809.07,271,2026-01-01T04:09:12Z
batch_0005,order_00008209,order_00011478,ETH-USD,1809.08,47,2026-01-01T03:11:17Z
batch_0005,order_00007611,order_00011478,ETH-USD,1809.08,170,2026-01-01T03:11:17Z
batch_0005,order_00007611,order_00007406,ETH-USD,1809.18,391,2026-01-01T02:06:50Z
batch_0005,order_00007611,order_00014482,ETH-USD,1809.25,290,2026-01-01T04:01:21Z
batch_0005,order_00007611,order_00011390,ETH-USD,1809.41,42,2026-01-01T03:09:49Z
batch_0005,order_00007182,order_00011390,ETH-USD,1809.41,11,2026-01-01T03:09:49Z
batch_0005,order_00013166,order_00011390,ETH-USD,1809.41,540,2026-01-01T03:39:25Z
batch_0005,order_00012086,order_00011390,ETH-USD,1809.41,346,2026-01-01T03:21:25Z
batch_0005,order_00012086,order_00012131,ETH-USD,1809.63,194,2026-01-01T03:22:10Z
batch_0005,order_00007822,order_00012131,ETH-USD,1809.63,301,2026-01-01T03:22:10Z
batch_0005,order_00008876,order_00012131,ETH-USD,1809.63,126,2026-01-01T03:22:10Z
batch_0005,order_00008876,order_00007391,ETH-USD,1809.69,303,2026-01-01T02:27:55Z
batch_0005,order_00013054,order_00007391,ETH-USD,1809.69,167,2026-01-01T03:37:33Z
batch_0005,order_00013054,order_00010576,ETH-USD,1809.78,477,2026-01-01T03:37:33Z
batch_0005,order_00013054,order_00012816,ETH-USD,1809.78,64,2026-01-01T03:37:33Z
batch_0005,order_00009175,order_00012816,ETH-USD,1809.78,308,2026-01-01T03:33:35Z
batch_0005,order_00006914,order_00012816,ETH-USD,1809.78,394,2026-01-01T03:33:35Z
batch_0005,order_00006914,order_00013982,ETH-USD,1809.86,128,2026-01-01T03:53:01Z
batch_0005,order_00015691,order_00013982,ETH-USD,1809.86,103,2026-01-01T04:21:30Z
batch_0005,order_00015691,order_00012951,ETH-USD,1809.92,590,2026-01-01T04:21:30Z
batch_0005,order_00011507,order_00012951,ETH-USD,1809.92,35,2026-01-01T03:35:50Z
batch_0005,order_00011507,order_00015770,ETH-USD,1810.24,157,2026-01-01T04:22:49Z
batch_0005,order_00011507,order_00013226,ETH-USD,1810.35,330,2026-01-01T03:40:25Z
batch_0005,order_00011507,order_00010190,ETH-USD,1810.36,102,2026-01-01T03:11:46Z
batch_0005,order_00011507,order_00015757,ETH-USD,1810.53,71,2026-01-01T04:22:36Z
batch_0005,order_00011013,order_00015757,ETH-USD,1810.53,149,2026-01-01T04:22:36Z
batch_0005,order_00011013,order_00009201,ETH-USD,1810.57,60,2026-01-01T03:03:32Z
batch_0005,order_00007830,order_00009201,ETH-USD,1810.57,741,2026-01-01T02:33:20Z
batch_0005,order_00007830,order_00008291,ETH-USD,1810.73,39,2026-01-01T02:18:10Z
batch_0005,order_00009771,order_00008291,ETH-USD,1810.73,191,2026-01-01T02:42:50Z
batch_0005,order_00016181,order_00008291,ETH-USD,1810.73,487,2026-01-01T04:29:40Z
batch_0005,order_00016181,order_00010461,ETH-USD,1810.75,5,2026-01-01T04:29:40Z
batch_0005,order_00016181,order_00009151,ETH-USD,1810.76,68,2026-01-01T04:29:40Z
batch_0005,order_00015083,order_00009151,ETH-USD,1810.76,657,2026-01-01T04:11:22Z
batch_0005,order_00015083,order_00016378,ETH-USD,1810.83,74,2026-01-01T04:32:57Z
batch_0005,order_00010799,order_00016378,ETH-USD,1810.83,507,2026-01-01T04:32:57Z
batch_0005,order_00010799,order_00011723,ETH-USD,1810.89,301,2026-01-01T03:15:22Z
batch_0005,order_00008716,order_00011723,ETH-USD,1810.89,121,2026-01-01T03:15:22Z
batch_0005,order_00008716,order_00014269,ETH-USD,1810.99,418,2026-01-01T03:57:48Z
batch_0005,order_00008716,order_00010688,ETH-USD,1811.06,263,2026-01-01T02:58:07Z
batch_0005,order_00014861,order_00010688,ETH-USD,1811.06,222,2026-01-01T04:07:40Z
batch_0005,order_00008358,order_00010688,ETH-USD,1811.06,73,2026-01-01T02:58:07Z
batch_0005,order_00008358,order_00006967,ETH-USD,1811.14,618,2026-01-01T02:19:17Z
batch_0005,order_00008358,order_00008242,ETH-USD,1811.16,170,2026-01-01T02:19:17Z
batch_0005,order_00008358,order_00007442,ETH-USD,1811.23,20,2026-01-01T02:19:17Z
batch_0005,order_00013467,order_00007442,ETH-USD,1811.23,822,2026-01-01T03:44:26Z
batch_0005,order_00007989,order_00007442,ETH-USD,1811.23,44,2026-01-01T02:13:08Z
batch_0005,order_00007989,order_00008894,ETH-USD,1811.69,37,2026-01-01T02:28:13Z
batch_0005,order_00007989,order_00013950,ETH-USD,1811.79,401,2026-01-01T03:52:29Z
batch_0005,order_00007989,order_00013753,ETH-USD,1811.96,486,2026-01-01T03:49:12Z
batch_0005,order_00008731,order_00013753,ETH-USD,1811.96,269,2026-01-01T03:49:12Z
