order_id,batch_id,trader_id,symbol,side,price,quantity,remaining_quantity,filled_quantity,timestamp
order_00006544,batch_0004,trader_0019,ETH-USD,BUY,1990.15,879,879,0,2026-01-01T01:49:03Z
order_00005790,batch_0004,trader_0006,ETH-USD,BUY,1989.67,510,510,0,2026-01-01T01:36:29Z
order_00004669,batch_0004,trader_0008,ETH-USD,BUY,1989.46,972,972,0,2026-01-01T01:17:48Z
order_00002558,batch_0004,trader_0011,ETH-USD,BUY,1989.29,498,498,0,2026-01-01T00:42:37Z
order_00004563,batch_0004,trader_0025,ETH-USD,BUY,1989.29,15,15,0,2026-01-01T01:16:02Z
order_00004766,batch_0004,trader_0013,ETH-USD,BUY,1989.19,572,572,0,2026-01-01T01:19:25Z
order_00006106,batch_0004,trader_0003,ETH-USD,BUY,1989.05,522,522,0,2026-01-01T01:41:45Z
order_00005359,batch_0004,trader_0004,ETH-USD,BUY,1988.89,980,980,0,2026-01-01T01:29:18Z
order_00004583,batch_0004,trader_0007,ETH-USD,BUY,1988.74,390,390,0,2026-01-01T01:16:22Z
order_00003145,batch_0004,trader_0022,ETH-USD,BUY,1988.7,986,986,0,2026-01-01T00:52:24Z
order_00003494,batch_0004,trader_0022,ETH-USD,BUY,1988.32,103,103,0,2026-01-01T00:58:13Z
order_00001639,batch_0004,trader_0022,ETH-USD,BUY,1988.29,30,30,0,2026-01-01T00:27:18Z
order_00004341,batch_0004,trader_0014,ETH-USD,BUY,1988.1,562,562,0,2026-01-01T01:12:20Z
order_00005161,batch_0004,trader_0024,ETH-USD,BUY,1988.02,65,65,0,2026-01-01T01:26:00Z
order_00001997,batch_0004,trader_0001,ETH-USD,BUY,1987.88,713,713,0,2026-01-01T00:33:16Z
order_00005299,batch_0004,trader_0017,ETH-USD,BUY,1987.77,634,634,0,2026-01-01T01:28:18Z
order_00003948,batch_0004,trader_0004,ETH-USD,BUY,1987.58,37,37,0,2026-01-01T01:05:47Z
order_00003400,batch_0004,trader_0006,ETH-USD,BUY,1987.48,640,640,0,2026-01-01T00:56:39Z
order_00003994,batch_0004,trader_0024,ETH-USD,BUY,1987.43,325,325,0,2026-01-01T01:06:33Z
order_00006513,batch_0004,trader_0007,ETH-USD,BUY,1987.04,705,705,0,2026-01-01T01:48:32Z
order_00005100,batch_0004,trader_0017,ETH-USD,BUY,1986.91,220,220,0,2026-01-01T01:24:59Z
order_00003472,batch_0004,trader_0011,ETH-USD,BUY,1986.9,144,144,0,2026-01-01T00:57:51Z
order_00005865,batch_0004,trader_0015,ETH-USD,BUY,1986.84,131,131,0,2026-01-01T01:37:44Z
order_00006257,batch_0004,trader_0021,ETH-USD,BUY,1986.65,843,843,0,2026-01-01T01:44:16Z
order_00004368,batch_0004,trader_0015,ETH-USD,BUY,1986.54,409,409,0,2026-01-01T01:12:47Z
order_00006084,batch_0004,trader_0019,ETH-USD,BUY,1986.25,975,975,0,2026-01-01T01:41:23Z
order_00006123,batch_0004,trader_0010,ETH-USD,BUY,1986.25,668,668,0,2026-01-01T01:42:02Z
order_00001815,batch_0004,trader_0014,ETH-USD,BUY,1986.21,873,873,0,2026-01-01T00:30:14Z
order_00006280,batch_0004,trader_0017,ETH-USD,BUY,1986.21,361,361,0,2026-01-01T01:44:39Z
order_00002280,batch_0004,trader_0014,ETH-USD,BUY,1985.93,326,326,0,2026-01-01T00:37:59Z
order_00003334,batch_0004,trader_0011,ETH-USD,BUY,1985.89,181,181,0,2026-01-01T00:55:33Z
order_00002288,batch_0004,trader_0020,ETH-USD,BUY,1985.86,833,833,0,2026-01-01T00:38:07Z
order_00003745,batch_0004,trader_0014,ETH-USD,BUY,1985.77,488,488,0,2026-01-01T01:02:24Z
order_00004069,batch_0004,trader_0005,ETH-USD,BUY,1985.76,921,921,0,2026-01-01T01:07:48Z
order_00005657,batch_0004,trader_0010,ETH-USD,BUY,1985.71,575,575,0,2026-01-01T01:34:16Z
order_00002459,batch_0004,trader_0015,ETH-USD,BUY,1985.7,767,767,0,2026-01-01T00:40:58Z
order_00006323,batch_0004,trader_0012,ETH-USD,BUY,1985.54,513,513,0,2026-01-01T01:45:22Z
order_00004445,batch_0004,trader_0013,ETH-USD,BUY,1985.4,510,510,0,2026-01-01T01:14:04Z
order_00004369,batch_0004,trader_0014,ETH-USD,BUY,1985.32,210,210,0,2026-01-01T01:12:48Z
order_00001662,batch_0004,trader_0018,ETH-USD,BUY,1985.16,611,611,0,2026-01-01T00:27:41Z
order_00002142,batch_0004,trader_0006,ETH-USD,BUY,1985.15,678,678,0,2026-01-01T00:35:41Z
order_00005566,batch_0004,trader_0005,ETH-USD,BUY,1985.12,456,456,0,2026-01-01T01:32:45Z
order_00005671,batch_0004,trader_0022,ETH-USD,BUY,1985.07,165,165,0,2026-01-01T01:34:30Z
order_00002891,batch_0004,trader_0003,ETH-USD,BUY,1984.91,896,896,0,2026-01-01T00:48:10Z
order_00003755,batch_0004,trader_0019,ETH-USD,BUY,1984.86,998,998,0,2026-01-01T01:02:34Z
order_00005062,batch_0004,trader_0008,ETH-USD,BUY,1984.78,56,56,0,2026-01-01T01:24:21Z
order_00004606,batch_0004,trader_0022,ETH-USD,BUY,1984.34,303,303,0,2026-01-01T01:16:45Z
order_00002598,batch_0004,trader_0005,ETH-USD,BUY,1984.24,873,873,0,2026-01-01T00:43:17Z
order_00004379,batch_0004,trader_0020,ETH-USD,BUY,1984.12,628,628,0,2026-01-01T01:12:58Z
order_00005133,batch_0004,trader_0022,ETH-USD,BUY,1984.1,954,954,0,2026-01-01T01:25:32Z
order_00002114,batch_0004,trader_0023,ETH-USD,BUY,1984.09,84,84,0,2026-01-01T00:35:13Z
order_00004394,batch_0004,trader_0011,ETH-USD,BUY,1983.84,686,686,0,2026-01-01T01:13:13Z
order_00005425,batch_0004,trader_0025,ETH-USD,BUY,1983.39,503,503,0,2026-01-01T01:30:24Z
order_00001852,batch_0004,trader_0003,ETH-USD,BUY,1983.15,906,906,0,2026-01-01T00:30:51Z
order_00001812,batch_0004,trader_0007,ETH-USD,BUY,1983.1,140,140,0,2026-01-01T00:30:11Z
order_00003771,batch_0004,trader_0004,ETH-USD,BUY,1982.97,999,999,0,2026-01-01T01:02:50Z
order_00005844,batch_0004,trader_0014,ETH-USD,BUY,1982.96,843,843,0,2026-01-01T01:37:23Z
order_00006524,batch_0004,trader_0013,ETH-USD,BUY,1982.81,218,218,0,2026-01-01T01:48:43Z
order_00006035,batch_0004,trader_0006,ETH-USD,BUY,1982.77,187,187,0,2026-01-01T01:40:34Z
order_00003478,batch_0004,trader_0019,ETH-USD,BUY,1982.58,632,632,0,2026-01-01T00:57:57Z
order_00005018,batch_0004,trader_0022,ETH-USD,BUY,1982.14,184,184,0,2026-01-01T01:23:37Z
order_00003060,batch_0004,trader_0001,ETH-USD,BUY,1982.09,922,922,0,2026-01-01T00:50:59Z
order_00005851,batch_0004,trader_0008,ETH-USD,BUY,1981.95,408,408,0,2026-01-01T01:37:30Z
order_00004201,batch_0004,trader_0023,ETH-USD,BUY,1981.46,660,660,0,2026-01-01T01:10:00Z
order_00003292,batch_0004,trader_0011,ETH-USD,BUY,1981.41,665,665,0,2026-01-01T00:54:51Z
order_00003764,batch_0004,trader_0009,ETH-USD,BUY,1981.28,220,220,0,2026-01-01T01:02:43Z
order_00005138,batch_0004,trader_0010,ETH-USD,BUY,1981.22,273,273,0,2026-01-01T01:25:37Z
order_00003987,batch_0004,trader_0025,ETH-USD,BUY,1980.93,668,668,0,2026-01-01T01:06:26Z
order_00004860,batch_0004,trader_0018,ETH-USD,BUY,1980.75,356,356,0,2026-01-01T01:20:59Z
order_00005761,batch_0004,trader_0025,ETH-USD,BUY,1980.55,193,193,0,2026-01-01T01:36:00Z
order_00004722,batch_0004,trader_0011,ETH-USD,BUY,1980.52,246,246,0,2026-01-01T01:18:41Z
order_00003605,batch_0004,trader_0009,ETH-USD,BUY,1980.15,807,807,0,2026-01-01T01:00:04Z
order_00002417,batch_0004,trader_0018,ETH-USD,BUY,1979.99,450,450,0,2026-01-01T00:40:16Z
order_00004033,batch_0004,trader_0022,ETH-USD,BUY,1979.95,936,936,0,2026-01-01T01:07:12Z
order_00004836,batch_0004,trader_0024,ETH-USD,BUY,1979.86,769,769,0,2026-01-01T01:20:35Z
order_00005263,batch_0004,trader_0005,ETH-USD,BUY,1979.77,860,860,0,2026-01-01T01:27:42Z
order_00003272,batch_0004,trader_0014,ETH-USD,BUY,1979.59,236,236,0,2026-01-01T00:54:31Z
order_00001721,batch_0004,trader_0022,ETH-USD,BUY,1979.53,817,817,0,2026-01-01T00:28:40Z
order_00006094,batch_0004,trader_0021,ETH-USD,BUY,1979.46,409,409,0,2026-01-01T01:41:33Z
order_00005786,batch_0004,trader_0009,ETH-USD,BUY,1979.28,699,699,0,2026-01-01T01:36:25Z
order_00005659,batch_0004,trader_0015,ETH-USD,BUY,1979.13,587,587,0,2026-01-01T01:34:18Z
order_00004818,batch_0004,trader_0022,ETH-USD,BUY,1979.0,224,224,0,2026-01-01T01:20:17Z
order_00002643,batch_0004,trader_0011,ETH-USD,BUY,1978.89,569,569,0,2026-01-01T00:44:02Z
order_00003371,batch_0004,trader_0016,ETH-USD,BUY,1978.83,238,238,0,2026-01-01T00:56:10Z
order_00003526,batch_0004,trader_0010,ETH-USD,BUY,1978.71,18,18,0,2026-01-01T00:58:45Z
order_00005558,batch_0004,trader_0018,ETH-USD,BUY,1978.65,563,563,0,2026-01-01T01:32:37Z
order_00005829,batch_0004,trader_0025,ETH-USD,BUY,1978.61,630,630,0,2026-01-01T01:37:08Z
order_00002985,batch_0004,trader_0020,ETH-USD,BUY,1978.46,905,905,0,2026-01-01T00:49:44Z
order_00002630,batch_0004,trader_0001,ETH-USD,BUY,1978.05,669,669,0,2026-01-01T00:43:49Z
order_00001892,batch_0004,trader_0014,ETH-USD,BUY,1977.69,910,910,0,2026-01-01T00:31:31Z
order_00003980,batch_0004,trader_0013,ETH-USD,BUY,1977.56,464,464,0,2026-01-01T01:06:19Z
order_00003124,batch_0004,trader_0002,ETH-USD,BUY,1977.53,518,518,0,2026-01-01T00:52:03Z
order_00005167,batch_0004,trader_0014,ETH-USD,BUY,1977.14,82,82,0,2026-01-01T01:26:06Z
order_00003104,batch_0004,trader_0011,ETH-USD,BUY,1976.76,540,540,0,2026-01-01T00:51:43Z
order_00002617,batch_0004,trader_0016,ETH-USD,BUY,1976.75,141,141,0,2026-01-01T00:43:36Z
order_00003821,batch_0004,trader_0015,ETH-USD,BUY,1976.1,808,808,0,2026-01-01T01:03:40Z
order_00001714,batch_0004,trader_0021,ETH-USD,BUY,1976.07,677,677,0,2026-01-01T00:28:33Z
order_00005488,batch_0004,trader_0015,ETH-USD,BUY,1975.99,849,849,0,2026-01-01T01:31:27Z
order_00004385,batch_0004,trader_0024,ETH-USD,BUY,1975.94,732,732,0,2026-01-01T01:13:04Z
order_00003301,batch_0004,trader_0006,ETH-USD,BUY,1975.57,499,499,0,2026-01-01T00:55:00Z
order_00003799,batch_0004,trader_0004,ETH-USD,BUY,1975.31,677,677,0,2026-01-01T01:03:18Z
order_00003676,batch_0004,trader_0010,ETH-USD,BUY,1975.25,379,379,0,2026-01-01T01:01:15Z
order_00003951,batch_0004,trader_0005,ETH-USD,BUY,1975.24,380,380,0,2026-01-01T01:05:50Z
order_00003691,batch_0004,trader_0002,ETH-USD,BUY,1974.88,580,580,0,2026-01-01T01:01:30Z
order_00003542,batch_0004,trader_0024,ETH-USD,BUY,1974.78,958,958,0,2026-01-01T00:59:01Z
order_00002526,batch_0004,trader_0009,ETH-USD,BUY,1974.52,782,782,0,2026-01-01T00:42:05Z
order_00004328,batch_0004,trader_0015,ETH-USD,BUY,1974.52,503,503,0,2026-01-01T01:12:07Z
order_00003867,batch_0004,trader_0006,ETH-USD,BUY,1974.47,606,606,0,2026-01-01T01:04:26Z
order_00002352,batch_0004,trader_0021,ETH-USD,BUY,1974.34,599,599,0,2026-01-01T00:39:11Z
order_00006319,batch_0004,trader_0024,ETH-USD,BUY,1974.05,300,300,0,2026-01-01T01:45:18Z
order_00004614,batch_0004,trader_0023,ETH-USD,BUY,1973.85,112,112,0,2026-01-01T01:16:53Z
order_00004400,batch_0004,trader_0009,ETH-USD,BUY,1973.55,23,23,0,2026-01-01T01:13:19Z
order_00004559,batch_0004,trader_0006,ETH-USD,BUY,1973.32,4,4,0,2026-01-01T01:15:58Z
order_00004410,batch_0004,trader_0014,ETH-USD,BUY,1972.87,835,835,0,2026-01-01T01:13:29Z
order_00006177,batch_0004,trader_0005,ETH-USD,BUY,1972.78,415,415,0,2026-01-01T01:42:56Z
order_00004260,batch_0004,trader_0011,ETH-USD,BUY,1972.75,771,771,0,2026-01-01T01:10:59Z
order_00006146,batch_0004,trader_0005,ETH-USD,BUY,1972.68,281,281,0,2026-01-01T01:42:25Z
order_00005453,batch_0004,trader_0006,ETH-USD,BUY,1972.58,194,194,0,2026-01-01T01:30:52Z
order_00004470,batch_0004,trader_0003,ETH-USD,BUY,1972.0,3,3,0,2026-01-01T01:14:29Z
order_00004478,batch_0004,trader_0011,ETH-USD,BUY,1971.8,702,702,0,2026-01-01T01:14:37Z
order_00005371,batch_0004,trader_0007,ETH-USD,BUY,1971.71,764,764,0,2026-01-01T01:29:30Z
order_00002072,batch_0004,trader_0009,ETH-USD,BUY,1971.56,633,633,0,2026-01-01T00:34:31Z
order_00006537,batch_0004,trader_0011,ETH-USD,BUY,1971.36,904,904,0,2026-01-01T01:48:56Z
order_00002711,batch_0004,trader_0006,ETH-USD,BUY,1971.34,374,374,0,2026-01-01T00:45:10Z
order_00006132,batch_0004,trader_0017,ETH-USD,BUY,1971.18,570,570,0,2026-01-01T01:42:11Z
order_00002515,batch_0004,trader_0003,ETH-USD,BUY,1970.96,391,391,0,2026-01-01T00:41:54Z
order_00005129,batch_0004,trader_0016,ETH-USD,BUY,1970.86,364,364,0,2026-01-01T01:25:28Z
order_00003252,batch_0004,trader_0010,ETH-USD,BUY,1970.59,658,658,0,2026-01-01T00:54:11Z
order_00005641,batch_0004,trader_0016,ETH-USD,BUY,1970.54,169,169,0,2026-01-01T01:34:00Z
order_00004935,batch_0004,trader_0024,ETH-USD,BUY,1970.27,649,649,0,2026-01-01T01:22:14Z
order_00003663,batch_0004,trader_0013,ETH-USD,BUY,1970.12,316,316,0,2026-01-01T01:01:02Z
order_00006007,batch_0004,trader_0014,ETH-USD,BUY,1970.09,883,883,0,2026-01-01T01:40:06Z
order_00004580,batch_0004,trader_0023,ETH-USD,BUY,1969.94,783,783,0,2026-01-01T01:16:19Z
order_00006060,batch_0004,trader_0018,ETH-USD,BUY,1969.93,992,992,0,2026-01-01T01:40:59Z
order_00001688,batch_0004,trader_0001,ETH-USD,BUY,1969.91,191,191,0,2026-01-01T00:28:07Z
order_00001964,batch_0004,trader_0016,ETH-USD,BUY,1969.88,859,859,0,2026-01-01T00:32:43Z
order_00002835,batch_0004,trader_0002,ETH-USD,BUY,1969.88,989,989,0,2026-01-01T00:47:14Z
order_00005031,batch_0004,trader_0012,ETH-USD,BUY,1969.54,196,196,0,2026-01-01T01:23:50Z
order_00002329,batch_0004,trader_0003,ETH-USD,BUY,1969.53,707,707,0,2026-01-01T00:38:48Z
order_00006489,batch_0004,trader_0015,ETH-USD,BUY,1969.46,278,278,0,2026-01-01T01:48:08Z
order_00002845,batch_0004,trader_0015,ETH-USD,BUY,1969.45,853,853,0,2026-01-01T00:47:24Z
order_00004107,batch_0004,trader_0001,ETH-USD,BUY,1969.2,386,386,0,2026-01-01T01:08:26Z
order_00006600,batch_0004,trader_0019,ETH-USD,BUY,1969.19,3,3,0,2026-01-01T01:49:59Z
order_00002697,batch_0004,trader_0013,ETH-USD,BUY,1969.09,53,53,0,2026-01-01T00:44:56Z
order_00002513,batch_0004,trader_0020,ETH-USD,BUY,1969.08,452,452,0,2026-01-01T00:41:52Z
order_00005861,batch_0004,trader_0021,ETH-USD,BUY,1969.0,45,45,0,2026-01-01T01:37:40Z
order_00002472,batch_0004,trader_0001,ETH-USD,BUY,1968.67,17,17,0,2026-01-01T00:41:11Z
order_00003179,batch_0004,trader_0007,ETH-USD,BUY,1968.56,347,347,0,2026-01-01T00:52:58Z
order_00003979,batch_0004,trader_0014,ETH-USD,BUY,1968.46,416,416,0,2026-01-01T01:06:18Z
order_00003106,batch_0004,trader_0014,ETH-USD,BUY,1968.2,478,478,0,2026-01-01T00:51:45Z
order_00006498,batch_0004,trader_0025,ETH-USD,BUY,1968.09,974,974,0,2026-01-01T01:48:17Z
order_00004527,batch_0004,trader_0022,ETH-USD,BUY,1968.07,900,900,0,2026-01-01T01:15:26Z
order_00006241,batch_0004,trader_0001,ETH-USD,BUY,1967.91,821,821,0,2026-01-01T01:44:00Z
order_00006228,batch_0004,trader_0024,ETH-USD,BUY,1967.71,744,744,0,2026-01-01T01:43:47Z
order_00006277,batch_0004,trader_0004,ETH-USD,BUY,1967.69,900,900,0,2026-01-01T01:44:36Z
order_00003575,batch_0004,trader_0014,ETH-USD,BUY,1967.24,669,669,0,2026-01-01T00:59:34Z
order_00004464,batch_0004,trader_0015,ETH-USD,BUY,1966.9,900,900,0,2026-01-01T01:14:23Z
order_00003937,batch_0004,trader_0014,ETH-USD,BUY,1966.35,11,11,0,2026-01-01T01:05:36Z
order_00002522,batch_0004,trader_0013,ETH-USD,BUY,1966.33,948,948,0,2026-01-01T00:42:01Z
order_00002200,batch_0004,trader_0021,ETH-USD,BUY,1966.0,773,773,0,2026-01-01T00:36:39Z
order_00003854,batch_0004,trader_0018,ETH-USD,BUY,1965.81,450,450,0,2026-01-01T01:04:13Z
order_00006097,batch_0004,trader_0005,ETH-USD,BUY,1965.64,822,822,0,2026-01-01T01:41:36Z
order_00001610,batch_0004,trader_0024,ETH-USD,BUY,1965.58,834,834,0,2026-01-01T00:26:49Z
order_00002139,batch_0004,trader_0015,ETH-USD,BUY,1965.21,436,436,0,2026-01-01T00:35:38Z
order_00004172,batch_0004,trader_0001,ETH-USD,BUY,1964.97,477,477,0,2026-01-01T01:09:31Z
order_00004362,batch_0004,trader_0013,ETH-USD,BUY,1964.97,926,926,0,2026-01-01T01:12:41Z
order_00006467,batch_0004,trader_0019,ETH-USD,BUY,1964.48,566,566,0,2026-01-01T01:47:46Z
order_00005513,batch_0004,trader_0005,ETH-USD,BUY,1964.37,805,805,0,2026-01-01T01:31:52Z
order_00003449,batch_0004,trader_0021,ETH-USD,BUY,1963.7,518,518,0,2026-01-01T00:57:28Z
order_00002399,batch_0004,trader_0016,ETH-USD,BUY,1963.58,443,443,0,2026-01-01T00:39:58Z
order_00002281,batch_0004,trader_0008,ETH-USD,BUY,1963.0,30,30,0,2026-01-01T00:38:00Z
order_00005848,batch_0004,trader_0024,ETH-USD,BUY,1963.0,496,496,0,2026-01-01T01:37:27Z
order_00003545,batch_0004,trader_0001,ETH-USD,BUY,1962.87,6,6,0,2026-01-01T00:59:04Z
order_00001828,batch_0004,trader_0007,ETH-USD,BUY,1962.65,750,750,0,2026-01-01T00:30:27Z
order_00004545,batch_0004,trader_0007,ETH-USD,BUY,1962.22,118,118,0,2026-01-01T01:15:44Z
order_00002150,batch_0004,trader_0022,ETH-USD,BUY,1962.04,709,709,0,2026-01-01T00:35:49Z
order_00004323,batch_0004,trader_0008,ETH-USD,BUY,1962.04,362,362,0,2026-01-01T01:12:02Z
order_00003511,batch_0004,trader_0001,ETH-USD,BUY,1961.79,884,884,0,2026-01-01T00:58:30Z
order_00006364,batch_0004,trader_0018,ETH-USD,BUY,1961.66,566,566,0,2026-01-01T01:46:03Z
order_00001753,batch_0004,trader_0024,ETH-USD,BUY,1961.57,447,447,0,2026-01-01T00:29:12Z
order_00003738,batch_0004,trader_0012,ETH-USD,BUY,1961.46,314,314,0,2026-01-01T01:02:17Z
order_00003375,batch_0004,trader_0016,ETH-USD,BUY,1961.28,145,145,0,2026-01-01T00:56:14Z
order_00006332,batch_0004,trader_0005,ETH-USD,BUY,1961.13,541,541,0,2026-01-01T01:45:31Z
order_00006023,batch_0004,trader_0015,ETH-USD,BUY,1960.82,776,776,0,2026-01-01T01:40:22Z
order_00002004,batch_0004,trader_0008,ETH-USD,BUY,1960.81,588,588,0,2026-01-01T00:33:23Z
order_00004863,batch_0004,trader_0013,ETH-USD,BUY,1960.66,558,558,0,2026-01-01T01:21:02Z
order_00005532,batch_0004,trader_0023,ETH-USD,BUY,1960.55,465,465,0,2026-01-01T01:32:11Z
order_00002733,batch_0004,trader_0009,ETH-USD,BUY,1960.51,136,136,0,2026-01-01T00:45:32Z
order_00001757,batch_0004,trader_0021,ETH-USD,BUY,1960.25,311,311,0,2026-01-01T00:29:16Z
order_00005065,batch_0004,trader_0004,ETH-USD,BUY,1960.25,821,821,0,2026-01-01T01:24:24Z
order_00005792,batch_0004,trader_0018,ETH-USD,BUY,1959.75,908,908,0,2026-01-01T01:36:31Z
order_00005333,batch_0004,trader_0023,ETH-USD,BUY,1959.72,648,648,0,2026-01-01T01:28:52Z
order_00003717,batch_0004,trader_0007,ETH-USD,BUY,1959.67,450,450,0,2026-01-01T01:01:56Z
order_00001717,batch_0004,trader_0010,ETH-USD,BUY,1959.5,476,476,0,2026-01-01T00:28:36Z
order_00005843,batch_0004,trader_0023,ETH-USD,BUY,1959.24,462,462,0,2026-01-01T01:37:22Z
order_00002761,batch_0004,trader_0022,ETH-USD,BUY,1959.0,835,835,0,2026-01-01T00:46:00Z
order_00005708,batch_0004,trader_0008,ETH-USD,BUY,1958.62,336,336,0,2026-01-01T01:35:07Z
order_00001959,batch_0004,trader_0017,ETH-USD,BUY,1958.55,108,108,0,2026-01-01T00:32:38Z
order_00003528,batch_0004,trader_0006,ETH-USD,BUY,1958.49,757,757,0,2026-01-01T00:58:47Z
order_00002394,batch_0004,trader_0010,ETH-USD,BUY,1958.36,241,241,0,2026-01-01T00:39:53Z
order_00004821,batch_0004,trader_0017,ETH-USD,BUY,1958.24,885,885,0,2026-01-01T01:20:20Z
order_00004727,batch_0004,trader_0014,ETH-USD,BUY,1958.2,959,959,0,2026-01-01T01:18:46Z
order_00005503,batch_0004,trader_0005,ETH-USD,BUY,1957.6,718,718,0,2026-01-01T01:31:42Z
order_00004975,batch_0004,trader_0008,ETH-USD,BUY,1957.23,828,828,0,2026-01-01T01:22:54Z
order_00003111,batch_0004,trader_0013,ETH-USD,BUY,1957.06,866,866,0,2026-01-01T00:51:50Z
