order_id,batch_id,trader_id,symbol,side,price,quantity,remaining_quantity,filled_quantity,timestamp
order_00014803,batch_0005,trader_0003,ETH-USD,BUY,1992.73,715,715,0,2026-01-01T04:06:42Z
order_00015880,batch_0005,trader_0012,ETH-USD,BUY,1992.65,946,946,0,2026-01-01T04:24:39Z
order_00015846,batch_0005,trader_0008,ETH-USD,BUY,1992.61,167,167,0,2026-01-01T04:24:05Z
order_00010551,batch_0005,trader_0024,ETH-USD,BUY,1992.55,445,445,0,2026-01-01T02:55:50Z
order_00008448,batch_0005,trader_0016,ETH-USD,BUY,1992.52,711,711,0,2026-01-01T02:20:47Z
order_00009671,batch_0005,trader_0017,ETH-USD,BUY,1992.48,928,928,0,2026-01-01T02:41:10Z
order_00014537,batch_0005,trader_0008,ETH-USD,BUY,1992.33,736,736,0,2026-01-01T04:02:16Z
order_00006936,batch_0005,trader_0017,ETH-USD,BUY,1992.23,859,859,0,2026-01-01T01:55:35Z
order_00007196,batch_0005,trader_0023,ETH-USD,BUY,1992.22,807,807,0,2026-01-01T01:59:55Z
order_00015896,batch_0005,trader_0013,ETH-USD,BUY,1992.22,479,479,0,2026-01-01T04:24:55Z
order_00007097,batch_0005,trader_0004,ETH-USD,BUY,1992.16,419,419,0,2026-01-01T01:58:16Z
order_00012253,batch_0005,trader_0017,ETH-USD,BUY,1992.14,64,64,0,2026-01-01T03:24:12Z
order_00013201,batch_0005,trader_0001,ETH-USD,BUY,1992.12,507,507,0,2026-01-01T03:40:00Z
order_00010828,batch_0005,trader_0019,ETH-USD,BUY,1992.04,285,285,0,2026-01-01T03:00:27Z
order_00016515,batch_0005,trader_0008,ETH-USD,BUY,1991.86,57,57,0,2026-01-01T04:35:14Z
order_00015453,batch_0005,trader_0007,ETH-USD,BUY,1991.76,526,526,0,2026-01-01T04:17:32Z
order_00012276,batch_0005,trader_0010,ETH-USD,BUY,1991.74,737,737,0,2026-01-01T03:24:35Z
order_00011694,batch_0005,trader_0016,ETH-USD,BUY,1991.56,348,348,0,2026-01-01T03:14:53Z
order_00008351,batch_0005,trader_0011,ETH-USD,BUY,1991.55,545,545,0,2026-01-01T02:19:10Z
order_00008553,batch_0005,trader_0010,ETH-USD,BUY,1991.32,523,523,0,2026-01-01T02:22:32Z
order_00015198,batch_0005,trader_0022,ETH-USD,BUY,1991.31,761,761,0,2026-01-01T04:13:17Z
order_00012254,batch_0005,trader_0002,ETH-USD,BUY,1991.3,55,55,0,2026-01-01T03:24:13Z
order_00014177,batch_0005,trader_0022,ETH-USD,BUY,1991.25,658,658,0,2026-01-01T03:56:16Z
order_00012907,batch_0005,trader_0003,ETH-USD,BUY,1991.1,1,1,0,2026-01-01T03:35:06Z
order_00013314,batch_0005,trader_0021,ETH-USD,BUY,1991.07,699,699,0,2026-01-01T03:41:53Z
order_00010947,batch_0005,trader_0006,ETH-USD,BUY,1991.0,520,520,0,2026-01-01T03:02:26Z
order_00011343,batch_0005,trader_0006,ETH-USD,BUY,1990.82,829,829,0,2026-01-01T03:09:02Z
order_00013428,batch_0005,trader_0007,ETH-USD,BUY,1990.71,449,449,0,2026-01-01T03:43:47Z
order_00012135,batch_0005,trader_0022,ETH-USD,BUY,1990.67,354,354,0,2026-01-01T03:22:14Z
order_00012701,batch_0005,trader_0010,ETH-USD,BUY,1990.64,659,659,0,2026-01-01T03:31:40Z
order_00010243,batch_0005,trader_0002,ETH-USD,BUY,1990.62,519,519,0,2026-01-01T02:50:42Z
order_00015347,batch_0005,trader_0023,ETH-USD,BUY,1990.52,824,824,0,2026-01-01T04:15:46Z
order_00013006,batch_0005,trader_0006,ETH-USD,BUY,1990.35,734,734,0,2026-01-01T03:36:45Z
order_00015507,batch_0005,trader_0011,ETH-USD,BUY,1990.33,367,367,0,2026-01-01T04:18:26Z
order_00010859,batch_0005,trader_0016,ETH-USD,BUY,1990.27,658,658,0,2026-01-01T03:00:58Z
order_00011523,batch_0005,trader_0020,ETH-USD,BUY,1990.27,729,729,0,2026-01-01T03:12:02Z
order_00014717,batch_0005,trader_0018,ETH-USD,BUY,1990.26,85,85,0,2026-01-01T04:05:16Z
order_00016570,batch_0005,trader_0011,ETH-USD,BUY,1990.23,437,437,0,2026-01-01T04:36:09Z
order_00007937,batch_0005,trader_0001,ETH-USD,BUY,1990.13,571,571,0,2026-01-01T02:12:16Z
order_00012279,batch_0005,trader_0005,ETH-USD,BUY,1989.96,460,460,0,2026-01-01T03:24:38Z
order_00007313,batch_0005,trader_0001,ETH-USD,BUY,1989.94,215,215,0,2026-01-01T02:01:52Z
order_00014727,batch_0005,trader_0006,ETH-USD,BUY,1989.92,295,295,0,2026-01-01T04:05:26Z
order_00015600,batch_0005,trader_0018,ETH-USD,BUY,1989.58,613,613,0,2026-01-01T04:19:59Z
order_00016295,batch_0005,trader_0017,ETH-USD,BUY,1989.57,742,742,0,2026-01-01T04:31:34Z
order_00016117,batch_0005,trader_0016,ETH-USD,BUY,1989.53,679,679,0,2026-01-01T04:28:36Z
order_00014612,batch_0005,trader_0022,ETH-USD,BUY,1989.39,733,733,0,2026-01-01T04:03:31Z
order_00006812,batch_0005,trader_0008,ETH-USD,BUY,1989.36,450,450,0,2026-01-01T01:53:31Z
order_00014660,batch_0005,trader_0011,ETH-USD,BUY,1989.3,816,816,0,2026-01-01T04:04:19Z
order_00014268,batch_0005,trader_0006,ETH-USD,BUY,1989.11,386,386,0,2026-01-01T03:57:47Z
order_00009588,batch_0005,trader_0007,ETH-USD,BUY,1989.06,641,641,0,2026-01-01T02:39:47Z
order_00011713,batch_0005,trader_0019,ETH-USD,BUY,1988.92,968,968,0,2026-01-01T03:15:12Z
order_00014335,batch_0005,trader_0015,ETH-USD,BUY,1988.91,824,824,0,2026-01-01T03:58:54Z
order_00010406,batch_0005,trader_0006,ETH-USD,BUY,1988.83,61,61,0,2026-01-01T02:53:25Z
order_00007120,batch_0005,trader_0008,ETH-USD,BUY,1988.76,637,637,0,2026-01-01T01:58:39Z
order_00010645,batch_0005,trader_0018,ETH-USD,BUY,1988.75,867,867,0,2026-01-01T02:57:24Z
order_00007151,batch_0005,trader_0006,ETH-USD,BUY,1988.61,61,61,0,2026-01-01T01:59:10Z
order_00013017,batch_0005,trader_0001,ETH-USD,BUY,1988.32,106,106,0,2026-01-01T03:36:56Z
order_00007960,batch_0005,trader_0014,ETH-USD,BUY,1988.15,314,314,0,2026-01-01T02:12:39Z
order_00009742,batch_0005,trader_0014,ETH-USD,BUY,1988.15,541,541,0,2026-01-01T02:42:21Z
order_00011588,batch_0005,trader_0016,ETH-USD,BUY,1988.12,2,2,0,2026-01-01T03:13:07Z
order_00008836,batch_0005,trader_0016,ETH-USD,BUY,1988.11,5,5,0,2026-01-01T02:27:15Z
order_00011976,batch_0005,trader_0023,ETH-USD,BUY,1987.99,759,759,0,2026-01-01T03:19:35Z
order_00012610,batch_0005,trader_0025,ETH-USD,BUY,1987.93,619,619,0,2026-01-01T03:30:09Z
order_00007589,batch_0005,trader_0024,ETH-USD,BUY,1987.83,245,245,0,2026-01-01T02:06:28Z
order_00011190,batch_0005,trader_0025,ETH-USD,BUY,1987.83,286,286,0,2026-01-01T03:06:29Z
order_00016539,batch_0005,trader_0023,ETH-USD,BUY,1987.79,74,74,0,2026-01-01T04:35:38Z
order_00009734,batch_0005,trader_0017,ETH-USD,BUY,1987.73,650,650,0,2026-01-01T02:42:13Z
order_00008930,batch_0005,trader_0018,ETH-USD,BUY,1987.71,257,257,0,2026-01-01T02:28:49Z
order_00010761,batch_0005,trader_0023,ETH-USD,BUY,1987.63,691,691,0,2026-01-01T02:59:20Z
order_00010001,batch_0005,trader_0021,ETH-USD,BUY,1987.59,13,13,0,2026-01-01T02:46:40Z
order_00011627,batch_0005,trader_0002,ETH-USD,BUY,1987.53,472,472,0,2026-01-01T03:13:46Z
order_00008467,batch_0005,trader_0023,ETH-USD,BUY,1987.52,526,526,0,2026-01-01T02:21:06Z
order_00009307,batch_0005,trader_0018,ETH-USD,BUY,1987.5,58,58,0,2026-01-01T02:35:06Z
order_00013510,batch_0005,trader_0011,ETH-USD,BUY,1987.21,439,439,0,2026-01-01T03:45:09Z
order_00013173,batch_0005,trader_0019,ETH-USD,BUY,1987.17,224,224,0,2026-01-01T03:39:32Z
order_00010655,batch_0005,trader_0007,ETH-USD,BUY,1987.14,559,559,0,2026-01-01T02:57:34Z
order_00012669,batch_0005,trader_0019,ETH-USD,BUY,1987.07,570,570,0,2026-01-01T03:31:08Z
order_00008834,batch_0005,trader_0023,ETH-USD,BUY,1986.96,590,590,0,2026-01-01T02:27:13Z
order_00009603,batch_0005,trader_0003,ETH-USD,BUY,1986.96,631,631,0,2026-01-01T02:40:02Z
order_00009741,batch_0005,trader_0024,ETH-USD,BUY,1986.94,779,779,0,2026-01-01T02:42:20Z
order_00010728,batch_0005,trader_0012,ETH-USD,BUY,1986.93,448,448,0,2026-01-01T02:58:47Z
order_00007460,batch_0005,trader_0007,ETH-USD,BUY,1986.85,558,558,0,2026-01-01T02:04:19Z
order_00010399,batch_0005,trader_0008,ETH-USD,BUY,1986.83,239,239,0,2026-01-01T02:53:18Z
order_00010027,batch_0005,trader_0009,ETH-USD,BUY,1986.79,435,435,0,2026-01-01T02:47:06Z
order_00014451,batch_0005,trader_0008,ETH-USD,BUY,1986.45,794,794,0,2026-01-01T04:00:50Z
order_00016026,batch_0005,trader_0012,ETH-USD,BUY,1986.31,829,829,0,2026-01-01T04:27:05Z
order_00016505,batch_0005,trader_0022,ETH-USD,BUY,1986.2,826,826,0,2026-01-01T04:35:04Z
order_00014820,batch_0005,trader_0002,ETH-USD,BUY,1986.12,655,655,0,2026-01-01T04:06:59Z
order_00009103,batch_0005,trader_0023,ETH-USD,BUY,1986.1,548,548,0,2026-01-01T02:31:42Z
order_00014594,batch_0005,trader_0001,ETH-USD,BUY,1985.87,782,782,0,2026-01-01T04:03:13Z
order_00014561,batch_0005,trader_0021,ETH-USD,BUY,1985.32,220,220,0,2026-01-01T04:02:40Z
order_00010284,batch_0005,trader_0002,ETH-USD,BUY,1985.3,335,335,0,2026-01-01T02:51:23Z
order_00015920,batch_0005,trader_0004,ETH-USD,BUY,1985.25,425,425,0,2026-01-01T04:25:19Z
order_00013359,batch_0005,trader_0002,ETH-USD,BUY,1985.2,807,807,0,2026-01-01T03:42:38Z
order_00014950,batch_0005,trader_0024,ETH-USD,BUY,1985.06,559,559,0,2026-01-01T04:09:09Z
order_00015479,batch_0005,trader_0020,ETH-USD,BUY,1985.0,872,872,0,2026-01-01T04:17:58Z
order_00008270,batch_0005,trader_0006,ETH-USD,BUY,1984.95,12,12,0,2026-01-01T02:17:49Z
order_00014476,batch_0005,trader_0013,ETH-USD,BUY,1984.75,944,944,0,2026-01-01T04:01:15Z
order_00007386,batch_0005,trader_0023,ETH-USD,BUY,1984.59,506,506,0,2026-01-01T02:03:05Z
order_00012930,batch_0005,trader_0021,ETH-USD,BUY,1984.59,926,926,0,2026-01-01T03:35:29Z
order_00008319,batch_0005,trader_0017,ETH-USD,BUY,1984.53,350,350,0,2026-01-01T02:18:38Z
order_00009199,batch_0005,trader_0001,ETH-USD,BUY,1984.49,707,707,0,2026-01-01T02:33:18Z
order_00009409,batch_0005,trader_0024,ETH-USD,BUY,1984.48,814,814,0,2026-01-01T02:36:48Z
order_00013349,batch_0005,trader_0024,ETH-USD,BUY,1984.47,644,644,0,2026-01-01T03:42:28Z
order_00008418,batch_0005,trader_0006,ETH-USD,BUY,1984.44,809,809,0,2026-01-01T02:20:17Z
order_00016215,batch_0005,trader_0013,ETH-USD,BUY,1984.41,266,266,0,2026-01-01T04:30:14Z
order_00011556,batch_0005,trader_0016,ETH-USD,BUY,1984.25,288,288,0,2026-01-01T03:12:35Z
order_00008504,batch_0005,trader_0003,ETH-USD,BUY,1984.23,457,457,0,2026-01-01T02:21:43Z
order_00015853,batch_0005,trader_0023,ETH-USD,BUY,1984.2,499,499,0,2026-01-01T04:24:12Z
order_00009096,batch_0005,trader_0017,ETH-USD,BUY,1984.09,661,661,0,2026-01-01T02:31:35Z
order_00008191,batch_0005,trader_0020,ETH-USD,BUY,1984.05,80,80,0,2026-01-01T02:16:30Z
order_00014736,batch_0005,trader_0012,ETH-USD,BUY,1984.02,656,656,0,2026-01-01T04:05:35Z
order_00012717,batch_0005,trader_0011,ETH-USD,BUY,1983.86,891,891,0,2026-01-01T03:31:56Z
order_00006687,batch_0005,trader_0007,ETH-USD,BUY,1983.85,216,216,0,2026-01-01T01:51:26Z
order_00010064,batch_0005,trader_0002,ETH-USD,BUY,1983.77,992,992,0,2026-01-01T02:47:43Z
order_00015332,batch_0005,trader_0020,ETH-USD,BUY,1983.62,316,316,0,2026-01-01T04:15:31Z
order_00007485,batch_0005,trader_0007,ETH-USD,BUY,1983.56,800,800,0,2026-01-01T02:04:44Z
order_00011735,batch_0005,trader_0011,ETH-USD,BUY,1983.53,70,70,0,2026-01-01T03:15:34Z
order_00009716,batch_0005,trader_0002,ETH-USD,BUY,1983.44,227,227,0,2026-01-01T02:41:55Z
order_00011389,batch_0005,trader_0019,ETH-USD,BUY,1983.41,714,714,0,2026-01-01T03:09:48Z
order_00015484,batch_0005,trader_0013,ETH-USD,BUY,1983.37,456,456,0,2026-01-01T04:18:03Z
order_00008933,batch_0005,trader_0002,ETH-USD,BUY,1983.26,480,480,0,2026-01-01T02:28:52Z
order_00007880,batch_0005,trader_0021,ETH-USD,BUY,1983.03,110,110,0,2026-01-01T02:11:19Z
order_00010533,batch_0005,trader_0009,ETH-USD,BUY,1982.98,624,624,0,2026-01-01T02:55:32Z
order_00009225,batch_0005,trader_0012,ETH-USD,BUY,1982.95,109,109,0,2026-01-01T02:33:44Z
order_00015987,batch_0005,trader_0020,ETH-USD,BUY,1982.91,60,60,0,2026-01-01T04:26:26Z
order_00007744,batch_0005,trader_0025,ETH-USD,BUY,1982.83,825,825,0,2026-01-01T02:09:03Z
order_00009949,batch_0005,trader_0005,ETH-USD,BUY,1982.76,432,432,0,2026-01-01T02:45:48Z
order_00015254,batch_0005,trader_0015,ETH-USD,BUY,1982.76,451,451,0,2026-01-01T04:14:13Z
order_00013446,batch_0005,trader_0002,ETH-USD,BUY,1982.45,184,184,0,2026-01-01T03:44:05Z
order_00014008,batch_0005,trader_0013,ETH-USD,BUY,1982.34,704,704,0,2026-01-01T03:53:27Z
order_00013812,batch_0005,trader_0017,ETH-USD,BUY,1982.21,395,395,0,2026-01-01T03:50:11Z
order_00008313,batch_0005,trader_0025,ETH-USD,BUY,1982.01,53,53,0,2026-01-01T02:18:32Z
order_00015529,batch_0005,trader_0006,ETH-USD,BUY,1982.0,582,582,0,2026-01-01T04:18:48Z
order_00013250,batch_0005,trader_0006,ETH-USD,BUY,1981.98,422,422,0,2026-01-01T03:40:49Z
order_00013261,batch_0005,trader_0011,ETH-USD,BUY,1981.85,729,729,0,2026-01-01T03:41:00Z
order_00008589,batch_0005,trader_0003,ETH-USD,BUY,1981.68,271,271,0,2026-01-01T02:23:08Z
order_00015531,batch_0005,trader_0018,ETH-USD,BUY,1981.63,141,141,0,2026-01-01T04:18:50Z
order_00010403,batch_0005,trader_0012,ETH-USD,BUY,1981.55,707,707,0,2026-01-01T02:53:22Z
order_00014750,batch_0005,trader_0004,ETH-USD,BUY,1981.5,694,694,0,2026-01-01T04:05:49Z
order_00008298,batch_0005,trader_0013,ETH-USD,BUY,1981.42,571,571,0,2026-01-01T02:18:17Z
order_00009807,batch_0005,trader_0004,ETH-USD,BUY,1981.39,514,514,0,2026-01-01T02:43:26Z
order_00015050,batch_0005,trader_0002,ETH-USD,BUY,1981.29,58,58,0,2026-01-01T04:10:49Z
order_00010535,batch_0005,trader_0019,ETH-USD,BUY,1981.23,960,960,0,2026-01-01T02:55:34Z
order_00011415,batch_0005,trader_0006,ETH-USD,BUY,1981.23,341,341,0,2026-01-01T03:10:14Z
order_00013102,batch_0005,trader_0023,ETH-USD,BUY,1981.15,494,494,0,2026-01-01T03:38:21Z
order_00013190,batch_0005,trader_0012,ETH-USD,BUY,1981.09,55,55,0,2026-01-01T03:39:49Z
order_00009548,batch_0005,trader_0004,ETH-USD,BUY,1981.05,65,65,0,2026-01-01T02:39:07Z
order_00012727,batch_0005,trader_0019,ETH-USD,BUY,1980.93,481,481,0,2026-01-01T03:32:06Z
order_00008292,batch_0005,trader_0002,ETH-USD,BUY,1980.76,513,513,0,2026-01-01T02:18:11Z
order_00013205,batch_0005,trader_0020,ETH-USD,BUY,1980.74,972,972,0,2026-01-01T03:40:04Z
order_00015414,batch_0005,trader_0020,ETH-USD,BUY,1980.65,887,887,0,2026-01-01T04:16:53Z
order_00016466,batch_0005,trader_0004,ETH-USD,BUY,1980.53,421,421,0,2026-01-01T04:34:25Z
order_00011856,batch_0005,trader_0008,ETH-USD,BUY,1980.52,163,163,0,2026-01-01T03:17:35Z
order_00015171,batch_0005,trader_0007,ETH-USD,BUY,1980.47,694,694,0,2026-01-01T04:12:50Z
order_00015872,batch_0005,trader_0018,ETH-USD,BUY,1980.4,117,117,0,2026-01-01T04:24:31Z
order_00008618,batch_0005,trader_0008,ETH-USD,BUY,1980.37,829,829,0,2026-01-01T02:23:37Z
order_00007431,batch_0005,trader_0009,ETH-USD,BUY,1980.32,836,836,0,2026-01-01T02:03:50Z
order_00006999,batch_0005,trader_0015,ETH-USD,BUY,1980.13,894,894,0,2026-01-01T01:56:38Z
order_00014809,batch_0005,trader_0002,ETH-USD,BUY,1979.96,619,619,0,2026-01-01T04:06:48Z
order_00010777,batch_0005,trader_0010,ETH-USD,BUY,1979.94,97,97,0,2026-01-01T02:59:36Z
order_00009869,batch_0005,trader_0004,ETH-USD,BUY,1979.92,962,962,0,2026-01-01T02:44:28Z
order_00012622,batch_0005,trader_0024,ETH-USD,BUY,1979.92,956,956,0,2026-01-01T03:30:21Z
order_00010019,batch_0005,trader_0021,ETH-USD,BUY,1979.84,503,503,0,2026-01-01T02:46:58Z
order_00011144,batch_0005,trader_0015,ETH-USD,BUY,1979.63,850,850,0,2026-01-01T03:05:43Z
order_00012532,batch_0005,trader_0014,ETH-USD,BUY,1979.61,453,453,0,2026-01-01T03:28:51Z
order_00012127,batch_0005,trader_0023,ETH-USD,BUY,1979.51,277,277,0,2026-01-01T03:22:06Z
order_00012888,batch_0005,trader_0002,ETH-USD,BUY,1979.51,679,679,0,2026-01-01T03:34:47Z
order_00013669,batch_0005,trader_0020,ETH-USD,BUY,1979.04,133,133,0,2026-01-01T03:47:48Z
order_00015413,batch_0005,trader_0015,ETH-USD,BUY,1978.97,541,541,0,2026-01-01T04:16:52Z
order_00007575,batch_0005,trader_0016,ETH-USD,BUY,1978.88,971,971,0,2026-01-01T02:06:14Z
order_00012731,batch_0005,trader_0009,ETH-USD,BUY,1978.8,182,182,0,2026-01-01T03:32:10Z
order_00016024,batch_0005,trader_0001,ETH-USD,BUY,1978.79,870,870,0,2026-01-01T04:27:03Z
order_00012036,batch_0005,trader_0005,ETH-USD,BUY,1978.77,274,274,0,2026-01-01T03:20:35Z
order_00007764,batch_0005,trader_0019,ETH-USD,BUY,1978.54,117,117,0,2026-01-01T02:09:23Z
order_00012112,batch_0005,trader_0001,ETH-USD,BUY,1978.5,35,35,0,2026-01-01T03:21:51Z
order_00007934,batch_0005,trader_0015,ETH-USD,BUY,1978.45,195,195,0,2026-01-01T02:12:13Z
order_00012654,batch_0005,trader_0025,ETH-USD,BUY,1978.39,664,664,0,2026-01-01T03:30:53Z
order_00015820,batch_0005,trader_0016,ETH-USD,BUY,1978.03,977,977,0,2026-01-01T04:23:39Z
order_00008600,batch_0005,trader_0019,ETH-USD,BUY,1977.97,119,119,0,2026-01-01T02:23:19Z
order_00011669,batch_0005,trader_0009,ETH-USD,BUY,1977.69,837,837,0,2026-01-01T03:14:28Z
order_00007284,batch_0005,trader_0003,ETH-USD,BUY,1977.66,148,148,0,2026-01-01T02:01:23Z
order_00007333,batch_0005,trader_0024,ETH-USD,BUY,1977.58,251,251,0,2026-01-01T02:02:12Z
order_00009681,batch_0005,trader_0007,ETH-USD,BUY,1977.57,699,699,0,2026-01-01T02:41:20Z
order_00009702,batch_0005,trader_0009,ETH-USD,BUY,1977.34,875,875,0,2026-01-01T02:41:41Z
order_00014190,batch_0005,trader_0004,ETH-USD,BUY,1977.16,42,42,0,2026-01-01T03:56:29Z
order_00011087,batch_0005,trader_0001,ETH-USD,BUY,1977.15,226,226,0,2026-01-01T03:04:46Z
order_00014900,batch_0005,trader_0004,ETH-USD,BUY,1977.05,516,516,0,2026-01-01T04:08:19Z
order_00011296,batch_0005,trader_0008,ETH-USD,BUY,1976.99,6,6,0,2026-01-01T03:08:15Z
order_00013461,batch_0005,trader_0016,ETH-USD,BUY,1976.98,908,908,0,2026-01-01T03:44:20Z
order_00010752,batch_0005,trader_0015,ETH-USD,BUY,1976.75,168,168,0,2026-01-01T02:59:11Z
order_00009398,batch_0005,trader_0007,ETH-USD,BUY,1976.71,694,694,0,2026-01-01T02:36:37Z
order_00014219,batch_0005,trader_0007,ETH-USD,BUY,1976.62,237,237,0,2026-01-01T03:56:58Z
order_00011730,batch_0005,trader_0008,ETH-USD,BUY,1976.58,952,952,0,2026-01-01T03:15:29Z
order_00013019,batch_0005,trader_0024,ETH-USD,BUY,1976.57,247,247,0,2026-01-01T03:36:58Z
order_00008996,batch_0005,trader_0019,ETH-USD,BUY,1976.55,998,998,0,2026-01-01T02:29:55Z
order_00009450,batch_0005,trader_0015,ETH-USD,BUY,1976.52,266,266,0,2026-01-01T02:37:29Z
order_00008014,batch_0005,trader_0003,ETH-USD,BUY,1976.38,461,461,0,2026-01-01T02:13:33Z
order_00007076,batch_0005,trader_0021,ETH-USD,BUY,1976.32,250,250,0,2026-01-01T01:57:55Z
order_00008625,batch_0005,trader_0017,ETH-USD,BUY,1976.32,288,288,0,2026-01-01T02:23:44Z
order_00015320,batch_0005,trader_0017,ETH-USD,BUY,1976.32,559,559,0,2026-01-01T04:15:19Z
order_00014768,batch_0005,trader_0019,ETH-USD,BUY,1976.26,39,39,0,2026-01-01T04:06:07Z
order_00015119,batch_0005,trader_0022,ETH-USD,BUY,1976.24,385,385,0,2026-01-01T04:11:58Z
order_00015520,batch_0005,trader_0018,ETH-USD,BUY,1976.24,883,883,0,2026-01-01T04:18:39Z
order_00011781,batch_0005,trader_0021,ETH-USD,BUY,1976.18,283,283,0,2026-01-01T03:16:20Z
order_00014804,batch_0005,trader_0001,ETH-USD,BUY,1976.09,660,660,0,2026-01-01T04:06:43Z
order_00012751,batch_0005,trader_0002,ETH-USD,BUY,1976.04,925,925,0,2026-01-01T03:32:30Z
order_00006924,batch_0005,trader_0015,ETH-USD,BUY,1976.01,762,762,0,2026-01-01T01:55:23Z
order_00009044,batch_0005,trader_0022,ETH-USD,BUY,1976.0,858,858,0,2026-01-01T02:30:43Z
order_00015767,batch_0005,trader_0010,ETH-USD,BUY,1975.97,379,379,0,2026-01-01T04:22:46Z
order_00012100,batch_0005,trader_0016,ETH-USD,BUY,1975.85,32,32,0,2026-01-01T03:21:39Z
order_00013161,batch_0005,trader_0020,ETH-USD,BUY,1975.81,852,852,0,2026-01-01T03:39:20Z
order_00016006,batch_0005,trader_0006,ETH-USD,BUY,1975.55,800,800,0,2026-01-01T04:26:45Z
order_00016168,batch_0005,trader_0018,ETH-USD,BUY,1975.53,818,818,0,2026-01-01T04:29:27Z
order_00013785,batch_0005,trader_0011,ETH-USD,BUY,1975.48,8,8,0,2026-01-01T03:49:44Z
order_00007060,batch_0005,trader_0009,ETH-USD,BUY,1975.47,702,702,0,2026-01-01T01:57:39Z
order_00015200,batch_0005,trader_0014,ETH-USD,BUY,1975.42,663,663,0,2026-01-01T04:13:19Z
order_00015258,batch_0005,trader_0014,ETH-USD,BUY,1975.14,591,591,0,2026-01-01T04:14:17Z
