order_id,batch_id,trader_id,symbol,side,price,quantity,timestamp
order_00006740,batch_0005,trader_0003,ETH-USD,SELL,1977.52,82,2026-01-01T01:52:19Z
order_00006741,batch_0005,trader_0020,ETH-USD,BUY,1829.37,764,2026-01-01T01:52:20Z
order_00006742,batch_0005,trader_0009,ETH-USD,SELL,1897.55,747,2026-01-01T01:52:21Z
order_00006743,batch_0005,trader_0013,ETH-USD,BUY,1994.37,812,2026-01-01T01:52:22Z
order_00006744,batch_0005,trader_0006,ETH-USD,SELL,2149.11,136,2026-01-01T01:52:23Z
order_00006745,batch_0005,trader_0013,ETH-USD,BUY,2103.58,720,2026-01-01T01:52:24Z
order_00006746,batch_0005,trader_0001,ETH-USD,SELL,1892.84,373,2026-01-01T01:52:25Z
order_00006747,batch_0005,trader_0018,ETH-USD,BUY,1829.47,394,2026-01-01T01:52:26Z
order_00006748,batch_0005,trader_0018,ETH-USD,BUY,1949.59,133,2026-01-01T01:52:27Z
order_00006749,batch_0005,trader_0013,ETH-USD,SELL,1886.43,7,2026-01-01T01:52:28Z
order_00006750,batch_0005,trader_0002,ETH-USD,SELL,1932.26,50,2026-01-01T01:52:29Z
order_00006751,batch_0005,trader_0008,ETH-USD,BUY,1958.49,43,2026-01-01T01:52:30Z
order_00006752,batch_0005,trader_0005,ETH-USD,BUY,1948.39,9,2026-01-01T01:52:31Z
order_00006753,batch_0005,trader_0021,ETH-USD,SELL,2056.43,909,2026-01-01T01:52:32Z
order_00006754,batch_0005,trader_0020,ETH-USD,SELL,2134.97,273,2026-01-01T01:52:33Z
order_00006755,batch_0005,trader_0007,ETH-USD,SELL,1804.38,124,2026-01-01T01:52:34Z
order_00006756,batch_0005,trader_0006,ETH-USD,SELL,1847.31,607,2026-01-01T01:52:35Z
order_00006757,batch_0005,trader_0001,ETH-USD,BUY,1894.9,759,2026-01-01T01:52:36Z
order_00006758,batch_0005,trader_0009,ETH-USD,BUY,1809.32,139,2026-01-01T01:52:37Z
order_00006759,batch_0005,trader_0015,ETH-USD,BUY,1880.01,706,2026-01-01T01:52:38Z
order_00006760,batch_0005,trader_0020,ETH-USD,SELL,1987.0,583,2026-01-01T01:52:39Z
order_00006761,batch_0005,trader_0021,ETH-USD,BUY,1844.85,879,2026-01-01T01:52:40Z
order_00006762,batch_0005,trader_0002,ETH-USD,SELL,1956.97,993,2026-01-01T01:52:41Z
order_00006763,batch_0005,trader_0005,ETH-USD,SELL,1972.15,547,2026-01-01T01:52:42Z
order_00006764,batch_0005,trader_0016,ETH-USD,SELL,1939.53,475,2026-01-01T01:52:43Z
order_00006765,batch_0005,trader_0009,ETH-USD,SELL,1928.67,678,2026-01-01T01:52:44Z
order_00006766,batch_0005,trader_0002,ETH-USD,SELL,2180.73,605,2026-01-01T01:52:45Z
order_00006767,batch_0005,trader_0020,ETH-USD,BUY,2022.73,766,2026-01-01T01:52:46Z
order_00006768,batch_0005,trader_0008,ETH-USD,BUY,2170.29,293,2026-01-01T01:52:47Z
order_00006769,batch_0005,trader_0021,ETH-USD,SELL,2022.98,128,2026-01-01T01:52:48Z
order_00006770,batch_0005,trader_0013,ETH-USD,SELL,2019.21,736,2026-01-01T01:52:49Z
order_00006771,batch_0005,trader_0010,ETH-USD,BUY,2011.76,359,2026-01-01T01:52:50Z
order_00006772,batch_0005,trader_0011,ETH-USD,SELL,1913.2,866,2026-01-01T01:52:51Z
order_00006773,batch_0005,trader_0006,ETH-USD,BUY,1862.76,416,2026-01-01T01:52:52Z
order_00006774,batch_0005,trader_0004,ETH-USD,SELL,1948.4,703,2026-01-01T01:52:53Z
order_00006775,batch_0005,trader_0023,ETH-USD,BUY,1820.93,507,2026-01-01T01:52:54Z
order_00006776,batch_0005,trader_0014,ETH-USD,BUY,1893.89,13,2026-01-01T01:52:55Z
order_00006777,batch_0005,trader_0010,ETH-USD,BUY,2136.14,431,2026-01-01T01:52:56Z
order_00006778,batch_0005,trader_0010,ETH-USD,SELL,1979.06,32,2026-01-01T01:52:57Z
order_00006779,batch_0005,trader_0014,ETH-USD,BUY,1861.71,656,2026-01-01T01:52:58Z
order_00006780,batch_0005,trader_0007,ETH-USD,SELL,1806.41,416,2026-01-01T01:52:59Z
order_00006781,batch_0005,trader_0012,ETH-USD,BUY,1946.39,65,2026-01-01T01:53:00Z
order_00006782,batch_0005,trader_0022,ETH-USD,BUY,2181.96,384,2026-01-01T01:53:01Z
order_00006783,batch_0005,trader_0024,ETH-USD,BUY,1892.16,452,2026-01-01T01:53:02Z
order_00006784,batch_0005,trader_0004,ETH-USD,SELL,1969.26,93,2026-01-01T01:53:03Z
order_00006785,batch_0005,trader_0015,ETH-USD,BUY,1938.74,56,2026-01-01T01:53:04Z
order_00006786,batch_0005,trader_0009,ETH-USD,SELL,1851.58,383,2026-01-01T01:53:05Z
order_00006787,batch_0005,trader_0011,ETH-USD,BUY,1898.12,215,2026-01-01T01:53:06Z
order_00006788,batch_0005,trader_0023,ETH-USD,BUY,1906.14,581,2026-01-01T01:53:07Z
order_00006789,batch_0005,trader_0012,ETH-USD,BUY,2092.77,271,2026-01-01T01:53:08Z
order_00006790,batch_0005,trader_0023,ETH-USD,BUY,2124.66,697,2026-01-01T01:53:09Z
order_00006791,batch_0005,trader_0002,ETH-USD,SELL,1987.02,940,2026-01-01T01:53:10Z
order_00006792,batch_0005,trader_0024,ETH-USD,BUY,1849.24,472,2026-01-01T01:53:11Z
order_00006793,batch_0005,trader_0021,ETH-USD,BUY,2172.96,659,2026-01-01T01:53:12Z
order_00006794,batch_0005,trader_0024,ETH-USD,SELL,1973.89,408,2026-01-01T01:53:13Z
order_00006795,batch_0005,trader_0019,ETH-USD,SELL,2087.4,868,2026-01-01T01:53:14Z
order_00006796,batch_0005,trader_0004,ETH-USD,BUY,1955.34,339,2026-01-01T01:53:15Z
order_00006797,batch_0005,trader_0023,ETH-USD,SELL,2152.44,200,2026-01-01T01:53:16Z
order_00006798,batch_0005,trader_0018,ETH-USD,SELL,2050.88,271,2026-01-01T01:53:17Z
order_00006799,batch_0005,trader_0012,ETH-USD,BUY,2181.94,561,2026-01-01T01:53:18Z
order_00006800,batch_0005,trader_0008,ETH-USD,SELL,2108.8,51,2026-01-01T01:53:19Z
order_00006801,batch_0005,trader_0016,ETH-USD,SELL,1991.31,711,2026-01-01T01:53:20Z
order_00006802,batch_0005,trader_0008,ETH-USD,SELL,2016.82,91,2026-01-01T01:53:21Z
order_00006803,batch_0005,trader_0019,ETH-USD,SELL,2056.96,826,2026-01-01T01:53:22Z
order_00006804,batch_0005,trader_0014,ETH-USD,BUY,2041.39,27,2026-01-01T01:53:23Z
order_00006805,batch_0005,trader_0005,ETH-USD,BUY,1875.86,223,2026-01-01T01:53:24Z
order_00006806,batch_0005,trader_0007,ETH-USD,SELL,2079.44,619,2026-01-01T01:53:25Z
order_00006807,batch_0005,trader_0013,ETH-USD,SELL,1884.13,137,2026-01-01T01:53:26Z
order_00006808,batch_0005,trader_0018,ETH-USD,BUY,1874.42,41,2026-01-01T01:53:27Z
order_00006809,batch_0005,trader_0006,ETH-USD,SELL,1896.03,330,2026-01-01T01:53:28Z
order_00006810,batch_0005,trader_0015,ETH-USD,SELL,2121.56,958,2026-01-01T01:53:29Z
order_00006811,batch_0005,trader_0006,ETH-USD,BUY,2037.5,881,2026-01-01T01:53:30Z
order_00006812,batch_0005,trader_0008,ETH-USD,BUY,1989.36,450,2026-01-01T01:53:31Z
order_00006813,batch_0005,trader_0024,ETH-USD,SELL,1863.78,727,2026-01-01T01:53:32Z
order_00006814,batch_0005,trader_0002,ETH-USD,SELL,2060.68,347,2026-01-01T01:53:33Z
order_00006815,batch_0005,trader_0019,ETH-USD,BUY,1872.94,703,2026-01-01T01:53:34Z
order_00006816,batch_0005,trader_0003,ETH-USD,BUY,2196.63,706,2026-01-01T01:53:35Z
order_00006817,batch_0005,trader_0006,ETH-USD,BUY,1891.18,194,2026-01-01T01:53:36Z
order_00006818,batch_0005,trader_0010,ETH-USD,SELL,1855.32,301,2026-01-01T01:53:37Z
order_00006819,batch_0005,trader_0017,ETH-USD,BUY,2041.86,73,2026-01-01T01:53:38Z
order_00006820,batch_0005,trader_0022,ETH-USD,BUY,1803.64,623,2026-01-01T01:53:39Z
order_00006821,batch_0005,trader_0003,ETH-USD,BUY,1928.43,840,2026-01-01T01:53:40Z
order_00006822,batch_0005,trader_0005,ETH-USD,BUY,2076.02,276,2026-01-01T01:53:41Z
order_00006823,batch_0005,trader_0015,ETH-USD,SELL,2165.94,59,2026-01-01T01:53:42Z
order_00006824,batch_0005,trader_0020,ETH-USD,BUY,2075.89,583,2026-01-01T01:53:43Z
order_00006825,batch_0005,trader_0004,ETH-USD,BUY,2183.76,565,2026-01-01T01:53:44Z
order_00006826,batch_0005,trader_0010,ETH-USD,BUY,2132.94,734,2026-01-01T01:53:45Z
order_00006827,batch_0005,trader_0006,ETH-USD,SELL,2069.37,219,2026-01-01T01:53:46Z
order_00006828,batch_0005,trader_0024,ETH-USD,SELL,2197.16,443,2026-01-01T01:53:47Z
order_00006829,batch_0005,trader_0015,ETH-USD,SELL,1851.31,936,2026-01-01T01:53:48Z
order_00006830,batch_0005,trader_0003,ETH-USD,BUY,1881.5,224,2026-01-01T01:53:49Z
order_00006831,batch_0005,trader_0002,ETH-USD,BUY,2002.49,744,2026-01-01T01:53:50Z
order_00006832,batch_0005,trader_0024,ETH-USD,SELL,2171.43,412,2026-01-01T01:53:51Z
order_00006833,batch_0005,trader_0001,ETH-USD,BUY,2121.06,948,2026-01-01T01:53:52Z
order_00006834,batch_0005,trader_0013,ETH-USD,BUY,1820.94,371,2026-01-01T01:53:53Z
order_00006835,batch_0005,trader_0006,ETH-USD,SELL,2045.75,344,2026-01-01T01:53:54Z
order_00006836,batch_0005,trader_0021,ETH-USD,SELL,1921.69,816,2026-01-01T01:53:55Z
order_00006837,batch_0005,trader_0021,ETH-USD,BUY,2129.64,746,2026-01-01T01:53:56Z
order_00006838,batch_0005,trader_0002,ETH-USD,BUY,1919.0,726,2026-01-01T01:53:57Z
order_00006839,batch_0005,trader_0022,ETH-USD,BUY,1908.1,508,2026-01-01T01:53:58Z
order_00006840,batch_0005,trader_0025,ETH-USD,SELL,1989.3,445,2026-01-01T01:53:59Z
order_00006841,batch_0005,trader_0014,ETH-USD,BUY,1971.21,172,2026-01-01T01:54:00Z
order_00006842,batch_0005,trader_0014,ETH-USD,BUY,2170.4,583,2026-01-01T01:54:01Z
order_00006843,batch_0005,trader_0008,ETH-USD,SELL,2137.11,15,2026-01-01T01:54:02Z
order_00006844,batch_0005,trader_0022,ETH-USD,SELL,2121.94,196,2026-01-01T01:54:03Z
order_00006845,batch_0005,trader_0013,ETH-USD,SELL,2138.78,650,2026-01-01T01:54:04Z
order_00006846,batch_0005,trader_0014,ETH-USD,SELL,1904.95,815,2026-01-01T01:54:05Z
order_00006847,batch_0005,trader_0009,ETH-USD,SELL,2029.47,290,2026-01-01T01:54:06Z
order_00006848,batch_0005,trader_0007,ETH-USD,BUY,2058.28,498,2026-01-01T01:54:07Z
order_00006849,batch_0005,trader_0019,ETH-USD,BUY,1887.04,948,2026-01-01T01:54:08Z
order_00006850,batch_0005,trader_0024,ETH-USD,SELL,2071.76,585,2026-01-01T01:54:09Z
order_00006851,batch_0005,trader_0020,ETH-USD,SELL,2083.23,555,2026-01-01T01:54:10Z
order_00006852,batch_0005,trader_0023,ETH-USD,SELL,2039.5,264,2026-01-01T01:54:11Z
order_00006853,batch_0005,trader_0020,ETH-USD,SELL,2035.71,36,2026-01-01T01:54:12Z
order_00006854,batch_0005,trader_0010,ETH-USD,SELL,1925.43,834,2026-01-01T01:54:13Z
order_00006855,batch_0005,trader_0005,ETH-USD,SELL,2064.74,820,2026-01-01T01:54:14Z
order_00006856,batch_0005,trader_0010,ETH-USD,SELL,2148.96,794,2026-01-01T01:54:15Z
order_00006857,batch_0005,trader_0019,ETH-USD,BUY,2098.12,135,2026-01-01T01:54:16Z
order_00006858,batch_0005,trader_0004,ETH-USD,BUY,1840.57,391,2026-01-01T01:54:17Z
order_00006859,batch_0005,trader_0018,ETH-USD,BUY,2034.29,562,2026-01-01T01:54:18Z
order_00006860,batch_0005,trader_0004,ETH-USD,SELL,2064.21,77,2026-01-01T01:54:19Z
order_00006861,batch_0005,trader_0011,ETH-USD,BUY,2024.95,296,2026-01-01T01:54:20Z
order_00006862,batch_0005,trader_0003,ETH-USD,BUY,1801.63,17,2026-01-01T01:54:21Z
order_00006863,batch_0005,trader_0023,ETH-USD,BUY,1974.77,462,2026-01-01T01:54:22Z
order_00006864,batch_0005,trader_0007,ETH-USD,SELL,1865.34,897,2026-01-01T01:54:23Z
order_00006865,batch_0005,trader_0010,ETH-USD,SELL,2012.42,996,2026-01-01T01:54:24Z
order_00006866,batch_0005,trader_0021,ETH-USD,SELL,1869.05,308,2026-01-01T01:54:25Z
order_00006867,batch_0005,trader_0024,ETH-USD,BUY,2086.05,408,2026-01-01T01:54:26Z
order_00006868,batch_0005,trader_0017,ETH-USD,SELL,1825.69,504,2026-01-01T01:54:27Z
order_00006869,batch_0005,trader_0005,ETH-USD,SELL,1856.54,539,2026-01-01T01:54:28Z
order_00006870,batch_0005,trader_0021,ETH-USD,BUY,2057.18,539,2026-01-01T01:54:29Z
order_00006871,batch_0005,trader_0010,ETH-USD,BUY,2062.91,338,2026-01-01T01:54:30Z
order_00006872,batch_0005,trader_0023,ETH-USD,BUY,1819.79,535,2026-01-01T01:54:31Z
order_00006873,batch_0005,trader_0024,ETH-USD,BUY,1879.97,749,2026-01-01T01:54:32Z
